,pc1,BoringDetails,JobSecurity,RightWrongWay,DifficultCommunication,Type
42718,0.7667318653969837,2,5,4,3,Desktop applications developer
42790,0.330703297708331,2,1,5,5,Desktop applications developer
42839,1.0700901520562303,3,4,3,2,Desktop applications developer
42853,0.6519025769438392,4,4,2,2,Desktop applications developer
42937,0.3485442902845928,3,4,5,2,Desktop applications developer
43067,0.6186863647993688,2,4,4,2,Desktop applications developer
43215,2.2179315230444505,2,4,4,4,Desktop applications developer
43346,1.0700901520562303,2,3,5,2,Desktop applications developer
43398,-0.31467708130229605,2,3,3,2,Desktop applications developer
43425,-0.2176887854254132,2,4,2,3,Desktop applications developer
43439,-0.2176887854254132,2,4,2,2,Desktop applications developer
43518,-0.7660808685591572,2,4,2,2,Desktop applications developer
43567,1.218135652653845,3,4,3,2,Desktop applications developer
44008,-1.3323139442691638,1,5,4,5,Desktop applications developer
44257,1.2513518647983157,3,4,3,2,Desktop applications developer
44346,-1.3323139442691638,2,4,4,2,Desktop applications developer
44585,-0.36573428602302815,3,4,3,4,Desktop applications developer
44630,3.03646568069297,3,4,2,4,Desktop applications developer
44718,-0.04453500678752002,2,3,5,2,Desktop applications developer
44726,-0.9141263691567726,2,5,4,2,Desktop applications developer
44868,-0.2176887854254132,1,4,2,3,Desktop applications developer
45039,0.6519025769438392,3,3,2,3,Desktop applications developer
45168,0.08566950123383324,2,4,4,2,Desktop applications developer
45386,0.7488908728207221,2,4,3,2,Desktop applications developer
45860,-0.3478932934467664,2,4,4,2,Desktop applications developer
45892,-0.7660808685591572,3,3,2,2,Desktop applications developer
45987,-0.2176887854254132,4,5,2,1,Desktop applications developer
46002,0.6519025769438392,2,5,4,2,Desktop applications developer
46088,-0.7660808685591572,1,4,2,2,Desktop applications developer
46193,-1.3323139442691638,3,3,3,2,Desktop applications developer
46288,-0.36573428602302815,3,3,3,2,Desktop applications developer
46311,1.3483401606751986,5,5,2,2,Desktop applications developer
46312,1.1033063642007006,2,2,3,1,Desktop applications developer
46384,1.3483401606751986,1,4,1,1,Desktop applications developer
46407,0.2004987896869778,2,5,2,3,Desktop applications developer
46450,0.7821070849651927,4,4,3,2,Desktop applications developer
46591,0.330703297708331,3,4,2,2,Desktop applications developer
46637,0.05245328908936277,1,5,3,3,Desktop applications developer
47049,1.3483401606751986,3,4,4,2,Desktop applications developer
47341,0.2004987896869778,4,3,5,2,Desktop applications developer
47466,-0.9141263691567726,2,5,2,1,Desktop applications developer
47676,-0.7839218611354192,4,4,5,4,Desktop applications developer
47813,-0.31467708130229605,2,4,3,4,Desktop applications developer
47925,1.218135652653845,2,4,2,3,Desktop applications developer
47996,-0.3478932934467664,3,4,1,2,Desktop applications developer
48156,-1.3323139442691638,2,4,2,3,Desktop applications developer
48322,1.218135652653845,2,5,3,2,Desktop applications developer
48385,-0.7839218611354192,2,4,3,2,Desktop applications developer
48421,-0.7839218611354192,3,3,3,2,Desktop applications developer
48624,-0.19984779284915144,4,4,4,3,Desktop applications developer
48745,-1.3323139442691638,3,3,3,3,Desktop applications developer
48827,-0.7660808685591572,2,4,3,2,Desktop applications developer
48878,0.2004987896869778,3,3,3,4,Desktop applications developer
49252,0.2004987896869778,4,4,3,3,Desktop applications developer
49262,-1.3323139442691638,3,5,1,4,Desktop applications developer
49271,0.2004987896869778,3,4,2,1,Desktop applications developer
49288,-1.3323139442691638,2,4,3,2,Desktop applications developer
49340,1.218135652653845,2,4,3,2,Desktop applications developer
49368,1.218135652653845,3,4,3,2,Desktop applications developer
49459,-0.2176887854254132,3,5,3,2,Desktop applications developer
49467,0.5216980689224859,2,2,4,2,Desktop applications developer
49491,1.2002946600775835,2,2,2,1,Desktop applications developer
49509,1.3483401606751986,3,4,4,2,Desktop applications developer
49581,0.18265779711071606,2,3,1,2,Desktop applications developer
49587,0.0702942816656245,1,4,3,3,Desktop applications developer
49669,4.3396198377428234,4,1,2,1,Desktop applications developer
49749,1.7665277357875893,4,4,3,3,Desktop applications developer
49792,0.2004987896869778,2,3,3,3,Desktop applications developer
49849,-0.2176887854254132,4,3,2,3,Desktop applications developer
49919,-0.3478932934467664,4,3,3,3,Desktop applications developer
50121,0.2337150018314483,2,3,4,2,Desktop applications developer
50256,-1.3323139442691638,4,5,4,1,Desktop applications developer
50282,-0.3478932934467664,2,4,4,2,Desktop applications developer
50823,2.18471531089998,2,4,3,2,Desktop applications developer
50907,-0.31467708130229605,2,4,4,3,Desktop applications developer
50940,-1.3323139442691638,3,4,2,2,Desktop applications developer
51114,-1.3323139442691638,2,3,1,1,Desktop applications developer
14,-0.2176887854254132,2,3,3,2,Embedded applications/devices developer
67,0.2004987896869778,2,3,3,2,Embedded applications/devices developer
235,-0.31467708130229605,1,4,3,2,Embedded applications/devices developer
257,2.0877270150230975,3,3,3,3,Embedded applications/devices developer
646,-0.36573428602302815,2,4,3,2,Embedded applications/devices developer
850,-0.7839218611354192,1,3,4,2,Embedded applications/devices developer
1601,-0.7660808685591572,1,5,5,2,Embedded applications/devices developer
1848,0.6519025769438392,2,3,3,2,Embedded applications/devices developer
1866,0.2004987896869778,2,4,2,2,Embedded applications/devices developer
2069,1.2513518647983157,2,3,3,2,Embedded applications/devices developer
2178,-1.3323139442691638,2,3,4,4,Embedded applications/devices developer
2338,-1.3323139442691638,5,3,4,2,Embedded applications/devices developer
2564,0.6519025769438392,2,4,3,2,Embedded applications/devices developer
2779,0.2004987896869778,2,2,2,3,Embedded applications/devices developer
2989,-0.3478932934467664,3,4,5,3,Embedded applications/devices developer
2990,2.0877270150230975,3,5,2,2,Embedded applications/devices developer
3035,0.6519025769438392,2,5,3,3,Embedded applications/devices developer
3297,-1.3323139442691638,2,2,3,1,Embedded applications/devices developer
3392,1.218135652653845,2,3,4,2,Embedded applications/devices developer
3593,1.7665277357875893,2,3,2,2,Embedded applications/devices developer
3624,0.2004987896869778,1,4,3,1,Embedded applications/devices developer
3633,0.2004987896869778,1,4,5,1,Embedded applications/devices developer
3753,-0.9141263691567726,3,4,1,3,Embedded applications/devices developer
3853,-0.36573428602302815,2,3,2,1,Embedded applications/devices developer
4092,0.6186863647993688,3,4,3,3,Embedded applications/devices developer
4249,0.2337150018314483,2,3,4,3,Embedded applications/devices developer
4521,2.766323606178195,2,4,2,4,Embedded applications/devices developer
5149,0.9147773659945988,2,4,5,3,Embedded applications/devices developer
5348,0.5549142810669564,4,2,1,3,Embedded applications/devices developer
5545,0.330703297708331,2,3,4,2,Embedded applications/devices developer
5731,1.2002946600775835,3,4,3,3,Embedded applications/devices developer
5752,2.4629653195189483,2,2,4,2,Embedded applications/devices developer
6154,-0.2176887854254132,2,5,2,4,Embedded applications/devices developer
6657,0.6519025769438392,3,3,2,2,Embedded applications/devices developer
6957,-1.3323139442691638,4,4,5,3,Embedded applications/devices developer
7349,0.2004987896869778,3,4,3,2,Embedded applications/devices developer
7530,-0.7660808685591572,3,4,2,2,Embedded applications/devices developer
7556,-0.3478932934467664,1,4,4,4,Embedded applications/devices developer
7850,-0.7839218611354192,1,4,3,1,Embedded applications/devices developer
8511,0.6519025769438392,2,3,2,3,Embedded applications/devices developer
9189,-0.36573428602302815,2,4,2,4,Embedded applications/devices developer
9453,0.6519025769438392,2,4,4,1,Embedded applications/devices developer
9514,0.5216980689224859,2,3,5,2,Embedded applications/devices developer
9585,-0.2176887854254132,3,4,5,2,Embedded applications/devices developer
9987,-1.3323139442691638,2,3,4,2,Embedded applications/devices developer
10012,0.2004987896869778,2,3,1,2,Embedded applications/devices developer
10113,0.6519025769438392,3,4,3,3,Embedded applications/devices developer
10183,0.6519025769438392,2,4,2,2,Embedded applications/devices developer
10202,0.25155599440771,2,2,2,2,Embedded applications/devices developer
10518,1.0522491594799686,3,2,2,1,Embedded applications/devices developer
10840,0.10351049381009496,2,4,2,2,Embedded applications/devices developer
10889,0.2337150018314483,2,2,2,3,Embedded applications/devices developer
10894,0.6519025769438392,4,4,3,2,Embedded applications/devices developer
10930,-0.7839218611354192,2,3,4,1,Embedded applications/devices developer
11125,1.8967322438089427,4,5,5,2,Embedded applications/devices developer
11143,-0.31467708130229605,2,3,5,2,Embedded applications/devices developer
11421,1.0700901520562303,4,4,3,3,Embedded applications/devices developer
11566,1.7843687283638512,2,5,4,2,Embedded applications/devices developer
11617,-0.9141263691567726,2,4,2,2,Embedded applications/devices developer
11637,0.7999480775414544,2,5,1,2,Embedded applications/devices developer
11729,0.6186863647993688,2,5,2,2,Embedded applications/devices developer
11798,0.2183397822632394,1,5,3,2,Embedded applications/devices developer
12049,0.08566950123383324,3,3,4,2,Embedded applications/devices developer
12428,0.25155599440771,2,3,2,2,Embedded applications/devices developer
12471,-0.04453500678752002,2,2,3,3,Embedded applications/devices developer
12824,0.2337150018314483,2,4,3,2,Embedded applications/devices developer
12942,0.2004987896869778,3,3,3,3,Embedded applications/devices developer
13844,-1.3323139442691638,1,5,3,3,Embedded applications/devices developer
13845,-0.7660808685591572,3,4,2,3,Embedded applications/devices developer
13850,-1.3323139442691638,1,3,1,1,Embedded applications/devices developer
13874,-0.7660808685591572,4,4,2,2,Embedded applications/devices developer
13927,0.2337150018314483,2,2,5,1,Embedded applications/devices developer
13950,-1.3323139442691638,2,4,4,1,Embedded applications/devices developer
13961,-0.33251807387855764,2,2,4,1,Embedded applications/devices developer
14009,-0.7660808685591572,2,3,2,3,Embedded applications/devices developer
14032,0.6519025769438392,2,4,2,2,Embedded applications/devices developer
14041,-1.3323139442691638,2,4,1,2,Embedded applications/devices developer
14077,0.330703297708331,2,4,3,2,Embedded applications/devices developer
14085,-0.9141263691567726,2,2,4,2,Embedded applications/devices developer
14160,1.218135652653845,3,4,3,1,Embedded applications/devices developer
14703,0.2337150018314483,3,3,2,3,Embedded applications/devices developer
14815,-0.7660808685591572,3,4,3,3,Embedded applications/devices developer
14952,0.2004987896869778,3,3,3,3,Embedded applications/devices developer
14988,0.31286230513206925,3,3,5,3,Embedded applications/devices developer
15044,-1.3323139442691638,1,3,4,2,Embedded applications/devices developer
15053,0.2337150018314483,3,5,2,2,Embedded applications/devices developer
15113,0.9147773659945988,2,5,5,1,Embedded applications/devices developer
16482,0.6519025769438392,4,3,3,3,Embedded applications/devices developer
16569,1.5214939393130917,2,4,4,3,Embedded applications/devices developer
16670,-1.3323139442691638,2,3,4,2,Embedded applications/devices developer
16682,0.2337150018314483,3,2,2,3,Embedded applications/devices developer
16896,0.6519025769438392,2,4,4,2,Embedded applications/devices developer
17073,-0.7660808685591572,1,1,3,2,Embedded applications/devices developer
17496,-0.3478932934467664,2,3,2,3,Embedded applications/devices developer
17606,2.18471531089998,3,4,3,2,Embedded applications/devices developer
18003,-0.42950636975544065,2,4,2,3,Embedded applications/devices developer
18179,-0.7660808685591572,2,4,2,3,Embedded applications/devices developer
18412,-0.9141263691567726,3,4,4,3,Embedded applications/devices developer
18681,-1.3323139442691638,3,2,3,1,Embedded applications/devices developer
18857,0.6519025769438392,3,4,4,2,Embedded applications/devices developer
19476,-0.880910157012302,4,3,1,2,Embedded applications/devices developer
19488,-0.2176887854254132,4,3,3,2,Embedded applications/devices developer
19505,0.6519025769438392,2,4,3,3,Embedded applications/devices developer
20047,0.10351049381009496,1,4,4,2,Embedded applications/devices developer
20141,0.7029597816645713,3,5,5,3,Embedded applications/devices developer
20153,0.2337150018314483,2,2,2,1,Embedded applications/devices developer
20187,-0.3478932934467664,3,3,3,2,Embedded applications/devices developer
20435,-0.19984779284915144,2,3,3,1,Embedded applications/devices developer
20674,0.10351049381009496,2,4,4,4,Embedded applications/devices developer
20848,0.2337150018314483,3,3,3,4,Embedded applications/devices developer
21429,0.6519025769438392,2,5,4,2,Embedded applications/devices developer
21442,0.2337150018314483,3,5,4,3,Embedded applications/devices developer
21773,0.2337150018314483,3,4,3,2,Embedded applications/devices developer
22042,-0.7660808685591572,2,4,2,2,Embedded applications/devices developer
22413,-1.3323139442691638,1,4,1,2,Embedded applications/devices developer
23035,0.6519025769438392,3,5,2,3,Embedded applications/devices developer
23080,-1.3323139442691638,3,2,3,1,Embedded applications/devices developer
23180,2.0877270150230975,3,4,4,4,Embedded applications/devices developer
23409,0.2004987896869778,2,4,2,4,Embedded applications/devices developer
24274,-0.3478932934467664,3,3,3,2,Embedded applications/devices developer
24346,0.6519025769438392,4,3,3,2,Embedded applications/devices developer
24814,-0.7839218611354192,2,4,2,1,Embedded applications/devices developer
24952,0.21587400925518652,1,2,3,1,Embedded applications/devices developer
25539,-0.7660808685591572,1,4,3,2,Embedded applications/devices developer
25738,1.218135652653845,1,4,5,3,Embedded applications/devices developer
25881,-1.3323139442691638,3,4,5,2,Embedded applications/devices developer
25974,1.218135652653845,4,3,3,4,Embedded applications/devices developer
26271,-0.2176887854254132,2,4,3,2,Embedded applications/devices developer
26428,-0.7839218611354192,2,2,3,4,Embedded applications/devices developer
26749,0.6519025769438392,3,4,4,2,Embedded applications/devices developer
26778,0.6519025769438392,5,4,4,2,Embedded applications/devices developer
27050,-0.2176887854254132,2,5,3,2,Embedded applications/devices developer
27140,-0.7660808685591572,2,4,4,1,Embedded applications/devices developer
27509,-1.3323139442691638,2,5,4,2,Embedded applications/devices developer
27593,-1.3323139442691638,2,2,1,1,Embedded applications/devices developer
28038,-0.7839218611354192,1,5,3,2,Embedded applications/devices developer
