,pc1,BoringDetails,JobSecurity,RightWrongWay,DifficultCommunication,Type
17087,-1.3323139442691638,3,1,3,3,Web developer
17101,-0.7660808685591572,3,4,2,2,Web developer
17104,-0.7660808685591572,2,4,2,1,Web developer
17111,-0.33251807387855764,3,4,3,3,Web developer
17116,1.218135652653845,3,4,4,2,Web developer
17123,0.7999480775414544,3,5,5,4,Web developer
17134,0.2004987896869778,4,3,3,1,Web developer
17141,0.6519025769438392,2,5,4,4,Web developer
17155,-0.7660808685591572,3,1,1,2,Web developer
17160,-0.31467708130229605,1,4,4,1,Web developer
17186,-1.3323139442691638,5,4,3,2,Web developer
17232,-1.3323139442691638,1,3,1,2,Web developer
17234,-0.880910157012302,3,3,5,1,Web developer
17238,0.7999480775414544,2,3,3,2,Web developer
17260,0.6519025769438392,2,4,4,2,Web developer
17269,0.6519025769438392,2,2,4,4,Web developer
17290,-0.2176887854254132,2,3,2,2,Web developer
17333,0.6519025769438392,3,4,2,3,Web developer
17368,0.6519025769438392,3,4,2,3,Web developer
17373,0.3485442902845928,1,4,2,3,Web developer
17388,0.6519025769438392,2,4,4,2,Web developer
17396,0.10351049381009496,5,4,5,3,Web developer
17406,-0.9141263691567726,2,3,2,4,Web developer
17407,-0.7660808685591572,2,4,1,1,Web developer
17420,3.3325566818882004,3,4,4,2,Web developer
17424,-0.7660808685591572,5,5,3,3,Web developer
17425,0.6519025769438392,5,5,2,3,Web developer
17486,-0.2176887854254132,2,4,2,2,Web developer
17497,-1.3323139442691638,3,3,2,2,Web developer
17512,-1.3323139442691638,4,3,4,1,Web developer
17527,-0.2176887854254132,1,4,2,2,Web developer
17529,2.6361190981568416,3,3,5,1,Web developer
17551,0.08566950123383324,2,4,4,2,Web developer
17577,-0.7839218611354192,3,2,2,2,Web developer
17579,0.5038570763462242,2,4,2,2,Web developer
17583,-0.7660808685591572,2,4,2,1,Web developer
17585,1.218135652653845,3,3,2,2,Web developer
17595,1.218135652653845,2,5,3,1,Web developer
17599,-1.3323139442691638,1,5,5,5,Web developer
17621,-0.04453500678752002,2,4,3,2,Web developer
17695,0.6519025769438392,3,5,4,2,Web developer
17705,0.37365256832487087,2,3,2,5,Web developer
17721,0.6519025769438392,2,3,4,1,Web developer
17742,0.8177890701177158,1,3,4,2,Web developer
17745,0.6851187890883096,3,4,3,2,Web developer
17747,0.6519025769438392,2,5,2,2,Web developer
17755,0.6519025769438392,4,4,2,2,Web developer
17766,0.10351049381009496,2,4,3,2,Web developer
17770,-1.3323139442691638,5,4,1,2,Web developer
17779,-0.7660808685591572,3,4,4,2,Web developer
17799,0.7029597816645713,4,2,2,5,Web developer
17819,-1.3323139442691638,2,3,2,1,Web developer
17821,-0.7660808685591572,1,4,4,2,Web developer
17839,1.218135652653845,3,4,3,3,Web developer
17866,0.6519025769438392,4,4,3,2,Web developer
17868,-0.36573428602302815,2,3,2,2,Web developer
17885,1.4882777271686212,3,4,4,4,Web developer
17897,1.218135652653845,2,4,2,2,Web developer
17933,-1.3323139442691638,2,4,3,2,Web developer
17947,-1.3323139442691638,1,5,4,1,Web developer
17971,1.0700901520562303,5,3,4,1,Web developer
17981,0.7821070849651927,3,5,3,3,Web developer
17994,-0.7839218611354192,3,3,3,2,Web developer
18002,-0.7660808685591572,2,5,5,2,Web developer
18007,-0.2176887854254132,2,4,3,2,Web developer
18016,0.3485442902845928,2,4,3,4,Web developer
18028,-0.9141263691567726,4,5,3,2,Web developer
18054,1.7843687283638512,2,5,3,2,Web developer
18061,-1.3323139442691638,2,5,1,3,Web developer
18069,-0.36573428602302815,3,2,3,2,Web developer
18090,1.2002946600775835,2,2,4,3,Web developer
18104,1.7665277357875893,2,4,4,5,Web developer
18108,-0.7839218611354192,1,5,4,1,Web developer
18112,0.7667318653969837,3,4,3,1,Web developer
18116,1.0700901520562303,2,2,4,3,Web developer
18122,0.6519025769438392,4,3,2,2,Web developer
18137,2.120943227167568,2,2,3,3,Web developer
18143,-1.3323139442691638,2,3,2,2,Web developer
18144,0.6519025769438392,2,3,2,4,Web developer
18170,0.08566950123383324,3,4,5,5,Web developer
18193,0.6519025769438392,3,4,4,2,Web developer
18195,-1.3323139442691638,3,4,5,1,Web developer
18213,0.25155599440771,3,4,3,1,Web developer
18214,-0.31467708130229605,3,4,3,3,Web developer
18226,1.7843687283638512,3,4,5,2,Web developer
18228,1.6184822351899744,2,3,3,3,Web developer
18237,-0.2176887854254132,2,3,2,1,Web developer
18254,0.2004987896869778,4,3,4,2,Web developer
18257,0.6519025769438392,3,3,5,2,Web developer
18263,0.05245328908936277,3,5,5,2,Web developer
18283,-1.3323139442691638,3,5,3,2,Web developer
18301,1.6695394399107062,1,2,1,2,Web developer
18307,0.2337150018314483,4,3,2,2,Web developer
18308,1.6184822351899744,3,3,2,2,Web developer
18321,0.2004987896869778,2,4,3,2,Web developer
18323,-1.3323139442691638,2,3,2,1,Web developer
18339,0.2004987896869778,5,5,2,1,Web developer
18357,-0.23552977800167496,4,5,5,2,Web developer
18380,0.10351049381009496,2,2,2,2,Web developer
18394,1.218135652653845,2,4,4,4,Web developer
18397,2.18471531089998,3,3,5,3,Web developer
18416,-1.3323139442691638,5,4,3,4,Web developer
18419,-0.31467708130229605,2,4,2,2,Web developer
18422,-1.3323139442691638,2,4,3,2,Web developer
18439,-0.3478932934467664,5,3,3,3,Web developer
18491,-1.3323139442691638,5,2,5,3,Web developer
18506,-0.7660808685591572,3,4,4,2,Web developer
18507,0.3485442902845928,2,4,3,2,Web developer
18514,0.10351049381009496,2,4,5,2,Web developer
18515,0.6519025769438392,2,3,3,2,Web developer
18529,-1.3323139442691638,1,3,3,3,Web developer
18539,0.2337150018314483,3,4,1,2,Web developer
18576,0.10351049381009496,2,3,4,4,Web developer
18590,2.069886022446836,4,3,2,3,Web developer
18635,0.10351049381009496,5,4,3,2,Web developer
18652,-0.7839218611354192,2,3,2,2,Web developer
18663,0.6519025769438392,2,3,5,3,Web developer
18665,-0.462722581899911,2,2,5,2,Web developer
18669,1.6363232277662363,2,3,4,3,Web developer
18675,-0.3478932934467664,4,4,1,2,Web developer
18696,0.2004987896869778,3,4,4,2,Web developer
18707,0.3485442902845928,3,5,5,2,Web developer
18717,-1.3323139442691638,2,5,4,2,Web developer
18742,2.18471531089998,3,4,2,2,Web developer
18772,1.651698447334445,2,3,3,2,Web developer
18784,0.6519025769438392,2,3,2,2,Web developer
18802,1.0700901520562303,2,2,3,3,Web developer
18807,4.235364256401923,2,5,5,4,Web developer
18821,0.7667318653969837,4,3,2,2,Web developer
18831,0.2004987896869778,3,3,4,2,Web developer
18836,-1.3323139442691638,2,5,4,2,Web developer
18856,-0.7839218611354192,2,3,3,2,Web developer
18880,0.2004987896869778,3,4,4,2,Web developer
18891,-1.3323139442691638,1,5,4,2,Web developer
18893,-0.36573428602302815,2,4,2,3,Web developer
18898,0.9147773659945988,4,5,1,3,Web developer
18917,-0.3478932934467664,2,4,2,2,Web developer
18931,0.3485442902845928,2,3,3,1,Web developer
18934,-1.3323139442691638,3,5,5,3,Web developer
18941,-0.7660808685591572,2,5,3,2,Web developer
18946,0.25155599440771,2,3,2,5,Web developer
18956,1.0700901520562303,3,3,3,2,Web developer
18977,0.6519025769438392,2,4,3,2,Web developer
18997,-0.36573428602302815,3,3,2,2,Web developer
19005,2.88115289463134,3,4,3,2,Web developer
19006,-1.3323139442691638,4,3,2,2,Web developer
19009,-0.36573428602302815,4,5,2,3,Web developer
19025,1.218135652653845,2,4,4,3,Web developer
19043,-1.3323139442691638,3,1,5,1,Web developer
19083,-0.3478932934467664,2,4,3,2,Web developer
19086,1.7665277357875893,2,2,4,2,Web developer
19088,-0.7660808685591572,2,5,2,2,Web developer
19091,-0.2176887854254132,2,4,2,2,Web developer
19096,0.2337150018314483,3,4,3,4,Web developer
19103,-0.36573428602302815,2,3,2,1,Web developer
19104,-0.7660808685591572,2,4,4,1,Web developer
19108,-1.3323139442691638,2,5,2,4,Web developer
19122,-0.36573428602302815,2,4,2,1,Web developer
19129,0.7999480775414544,2,3,2,3,Web developer
19138,1.6184822351899744,2,3,4,2,Web developer
19139,-0.2176887854254132,2,5,2,1,Web developer
19142,-0.2176887854254132,3,4,2,2,Web developer
19145,-1.3323139442691638,2,5,1,1,Web developer
19148,2.2179315230444505,3,3,3,3,Web developer
19174,0.6519025769438392,4,4,2,3,Web developer
19175,1.6695394399107062,4,4,2,3,Web developer
19202,-1.3323139442691638,4,4,3,2,Web developer
19205,-0.4959387940443814,3,3,3,2,Web developer
19206,-1.3323139442691638,2,5,2,4,Web developer
19209,-1.3323139442691638,3,4,3,3,Web developer
19215,-0.3478932934467664,2,5,3,2,Web developer
19229,-0.33251807387855764,2,4,1,4,Web developer
19245,-0.2176887854254132,3,4,2,2,Web developer
19248,-1.3323139442691638,3,4,2,1,Web developer
19256,-0.7660808685591572,2,5,2,3,Web developer
19257,0.6519025769438392,2,4,4,4,Web developer
19274,-0.2176887854254132,5,3,3,2,Web developer
19282,-0.7660808685591572,5,5,5,4,Web developer
19285,1.218135652653845,2,3,2,3,Web developer
19286,2.0877270150230975,5,3,4,5,Web developer
19288,-1.3323139442691638,2,3,2,2,Web developer
19291,-1.3323139442691638,4,5,2,1,Web developer
19294,-0.2176887854254132,2,5,3,2,Web developer
19302,-0.2176887854254132,4,3,4,2,Web developer
19340,-1.3323139442691638,3,5,3,3,Web developer
19342,0.2337150018314483,1,4,3,1,Web developer
19350,3.3171814623199922,3,5,3,3,Web developer
19353,1.121147356776962,2,4,5,1,Web developer
19389,1.687380432486968,4,3,3,3,Web developer
19393,-0.3478932934467664,2,4,3,2,Web developer
19407,0.10351049381009496,3,5,3,1,Web developer
19413,0.6519025769438392,2,5,4,2,Web developer
19414,1.8175849405083213,2,4,2,2,Web developer
19434,2.7841645987544568,3,4,2,2,Web developer
19438,-0.7660808685591572,4,4,4,2,Web developer
19525,-0.2176887854254132,3,4,3,2,Web developer
19544,-1.3323139442691638,2,3,3,1,Web developer
19561,-1.3323139442691638,4,4,3,2,Web developer
19566,-0.2176887854254132,4,4,3,3,Web developer
19574,0.2004987896869778,2,4,4,4,Web developer
19583,1.218135652653845,4,4,3,2,Web developer
19594,0.7488908728207221,2,5,2,2,Web developer
19599,-0.9141263691567726,2,2,4,2,Web developer
19606,1.218135652653845,3,4,2,3,Web developer
19632,0.6519025769438392,3,3,3,2,Web developer
19633,0.2337150018314483,2,5,3,3,Web developer
19636,-1.3323139442691638,5,5,2,3,Web developer
19637,1.315123948530728,3,5,1,2,Web developer
19661,-1.3323139442691638,2,3,2,1,Web developer
19670,0.6519025769438392,2,4,5,2,Web developer
19710,0.939885644034877,4,2,4,3,Web developer
19713,1.6363232277662363,3,3,3,3,Web developer
19738,-1.3323139442691638,2,4,3,3,Web developer
19749,-0.7839218611354192,2,5,3,4,Web developer
19761,-0.31467708130229605,3,4,4,3,Web developer
19775,-1.3323139442691638,2,5,4,2,Web developer
19788,-0.2176887854254132,3,5,2,3,Web developer
19802,0.6519025769438392,2,4,3,2,Web developer
19815,-0.7660808685591572,2,5,3,3,Web developer
19829,0.10351049381009496,2,4,4,3,Web developer
19836,0.2004987896869778,3,5,4,3,Web developer
19875,-0.7660808685591572,4,5,5,1,Web developer
19896,-0.462722581899911,2,1,5,1,Web developer
19902,1.5214939393130917,4,4,5,3,Web developer
19912,-0.7839218611354192,5,3,3,2,Web developer
20001,-0.36573428602302815,2,4,4,1,Web developer
20002,2.18471531089998,2,4,2,1,Web developer
20019,-0.3478932934467664,4,3,4,3,Web developer
20032,-1.3323139442691638,2,4,4,2,Web developer
20061,-1.3323139442691638,4,4,3,1,Web developer
20075,-0.36573428602302815,2,1,3,4,Web developer
20090,0.6519025769438392,4,4,5,1,Web developer
20112,-0.7660808685591572,4,4,4,2,Web developer
20147,-1.3323139442691638,2,3,3,2,Web developer
20183,-1.3323139442691638,2,3,5,2,Web developer
20191,0.3485442902845928,3,4,3,1,Web developer
20259,0.6519025769438392,3,2,5,2,Web developer
20307,0.6519025769438392,3,4,2,2,Web developer
20320,0.2004987896869778,3,2,2,2,Web developer
20351,-1.3323139442691638,2,2,5,1,Web developer
20368,-0.9141263691567726,1,2,2,2,Web developer
20373,1.6184822351899744,3,3,3,3,Web developer
20375,1.7665277357875893,3,5,4,2,Web developer
20388,-1.3323139442691638,3,5,3,1,Web developer
20398,-0.7660808685591572,3,5,3,1,Web developer
20404,-1.3323139442691638,2,4,4,2,Web developer
20431,0.6519025769438392,3,3,4,4,Web developer
20474,1.218135652653845,3,5,2,4,Web developer
20479,-0.3478932934467664,3,4,2,5,Web developer
20511,0.7821070849651927,3,4,4,4,Web developer
20524,2.0877270150230975,4,4,3,4,Web developer
20527,-0.33251807387855764,2,2,1,2,Web developer
20545,1.1033063642007006,3,3,4,2,Web developer
20561,0.6519025769438392,2,5,3,2,Web developer
20563,0.2004987896869778,3,3,2,2,Web developer
20576,1.3661811532514603,3,2,2,3,Web developer
20588,-0.3478932934467664,4,3,2,2,Web developer
20598,0.2337150018314483,2,5,4,1,Web developer
20610,0.7488908728207221,4,3,3,2,Web developer
20613,-0.36573428602302815,4,4,1,2,Web developer
20621,0.10351049381009496,2,4,3,1,Web developer
20627,1.218135652653845,3,4,3,3,Web developer
20642,0.10351049381009496,3,4,3,2,Web developer
20644,0.6519025769438392,3,3,5,2,Web developer
20660,-1.3323139442691638,2,4,5,3,Web developer
20687,-0.9141263691567726,3,4,4,3,Web developer
20700,0.6851187890883096,3,4,2,2,Web developer
20712,-0.2176887854254132,2,5,3,2,Web developer
20725,-1.3323139442691638,2,4,3,2,Web developer
20730,0.7999480775414544,2,3,5,2,Web developer
20746,-0.7660808685591572,1,3,3,2,Web developer
20771,0.6519025769438392,4,4,3,2,Web developer
20776,-0.7839218611354192,2,5,2,1,Web developer
20781,0.5216980689224859,4,4,4,4,Web developer
20797,1.1033063642007006,2,3,2,2,Web developer
20813,0.6519025769438392,3,3,2,2,Web developer
20844,-0.33251807387855764,3,3,3,1,Web developer
20855,-0.2176887854254132,2,4,2,4,Web developer
20867,-1.3323139442691638,1,5,3,2,Web developer
20881,-1.3323139442691638,5,5,5,5,Web developer
20900,-0.880910157012302,3,5,3,2,Web developer
20919,0.6519025769438392,4,3,3,2,Web developer
20940,0.2337150018314483,2,4,4,2,Web developer
20968,-0.7660808685591572,2,4,3,1,Web developer
20969,-0.3478932934467664,3,4,2,2,Web developer
20983,-0.7660808685591572,4,4,1,1,Web developer
20986,1.2002946600775835,3,4,3,2,Web developer
20991,-1.3323139442691638,4,2,3,2,Web developer
20997,0.2337150018314483,3,4,2,2,Web developer
21005,-1.3323139442691638,4,5,2,1,Web developer
21018,1.1033063642007006,3,4,1,2,Web developer
21027,-1.3323139442691638,3,4,2,3,Web developer
21061,0.2337150018314483,3,4,2,2,Web developer
21070,0.6519025769438392,2,4,3,2,Web developer
21092,-0.31467708130229605,4,4,4,3,Web developer
21121,0.08566950123383324,2,5,4,2,Web developer
21123,1.6363232277662363,3,2,4,2,Web developer
21133,-0.2176887854254132,2,4,3,2,Web developer
21152,-0.19984779284915144,3,4,5,4,Web developer
21189,-0.7660808685591572,2,3,2,2,Web developer
21198,1.7665277357875893,2,3,1,2,Web developer
21210,-0.880910157012302,3,3,3,1,Web developer
21218,-0.33251807387855764,3,4,2,1,Web developer
21224,-0.9141263691567726,4,4,1,2,Web developer
21250,1.7997439479320598,4,4,2,3,Web developer
21262,3.0875228854137036,3,2,3,3,Web developer
21285,-0.7660808685591572,3,4,4,2,Web developer
21297,-1.3323139442691638,5,5,5,4,Web developer
21307,0.7999480775414544,2,4,3,1,Web developer
21313,1.218135652653845,5,4,4,4,Web developer
21326,1.3483401606751986,1,2,2,2,Web developer
21340,0.8177890701177158,1,3,1,3,Web developer
21352,-0.7660808685591572,2,4,4,3,Web developer
21366,0.2004987896869778,2,3,3,2,Web developer
21387,0.6851187890883096,3,4,1,5,Web developer
21398,0.330703297708331,5,5,4,1,Web developer
21406,-0.7660808685591572,2,5,3,2,Web developer
21448,-0.9141263691567726,3,2,1,1,Web developer
21475,-0.7839218611354192,3,3,4,3,Web developer
21477,0.7999480775414544,2,3,2,2,Web developer
21480,0.6519025769438392,4,4,5,2,Web developer
21484,0.3663852828608544,3,4,4,3,Web developer
21487,1.218135652653845,3,4,2,1,Web developer
21488,-0.7660808685591572,2,4,4,3,Web developer
21510,-0.7839218611354192,2,3,2,4,Web developer
21525,-0.7660808685591572,3,5,5,1,Web developer
21602,0.6519025769438392,3,3,2,2,Web developer
21623,-1.3323139442691638,2,4,4,1,Web developer
21628,0.0702942816656245,4,5,4,2,Web developer
21642,0.6519025769438392,2,3,4,2,Web developer
21654,0.6519025769438392,3,4,3,1,Web developer
21666,-0.7839218611354192,5,5,4,2,Web developer
21679,0.6519025769438392,3,4,3,3,Web developer
21708,1.3483401606751986,2,4,3,2,Web developer
21730,0.10351049381009496,3,4,3,3,Web developer
21748,0.6519025769438392,4,2,2,2,Web developer
21760,1.2002946600775835,2,4,3,2,Web developer
21764,-1.3323139442691638,3,5,5,2,Web developer
21788,-0.31467708130229605,2,4,2,2,Web developer
21792,1.218135652653845,3,4,4,3,Web developer
21797,-0.2176887854254132,2,4,2,2,Web developer
21807,0.2004987896869778,2,5,4,4,Web developer
21811,6.604552140582848,5,1,5,3,Web developer
21813,1.7665277357875893,2,4,2,2,Web developer
21836,-1.3323139442691638,3,4,3,2,Web developer
21837,0.6519025769438392,3,3,2,2,Web developer
21838,-0.7839218611354192,2,3,4,1,Web developer
21842,0.6519025769438392,1,5,4,3,Web developer
21857,0.10351049381009496,3,4,3,3,Web developer
21861,0.7821070849651927,1,2,2,2,Web developer
21885,0.6519025769438392,3,4,4,2,Web developer
21899,-0.7660808685591572,4,4,5,2,Web developer
21918,1.315123948530728,3,4,3,2,Web developer
21922,-0.3478932934467664,3,3,4,3,Web developer
21971,-0.2176887854254132,3,5,3,4,Web developer
21990,0.6519025769438392,2,4,3,3,Web developer
22007,-0.9141263691567726,2,5,2,3,Web developer
22018,0.2337150018314483,3,4,5,3,Web developer
22063,2.2179315230444505,2,2,2,2,Web developer
22066,-1.3323139442691638,1,3,5,5,Web developer
22072,-0.462722581899911,4,4,4,2,Web developer
22105,-0.36573428602302815,4,4,5,2,Web developer
22128,0.7999480775414544,3,4,1,2,Web developer
22154,0.08566950123383324,3,5,2,2,Web developer
22167,0.10351049381009496,2,3,3,4,Web developer
22176,-0.9141263691567726,3,2,1,2,Web developer
22197,1.6363232277662363,2,2,3,2,Web developer
22224,-0.2176887854254132,2,4,3,2,Web developer
22236,-1.3323139442691638,4,2,5,2,Web developer
22237,-0.31467708130229605,2,3,4,2,Web developer
22253,-0.2176887854254132,2,3,2,2,Web developer
22283,-1.3323139442691638,2,4,4,1,Web developer
22305,2.0877270150230975,2,3,3,4,Web developer
22315,1.3483401606751986,2,4,3,1,Web developer
22344,-0.7839218611354192,2,4,4,2,Web developer
22359,-0.31467708130229605,2,3,1,2,Web developer
22370,0.6186863647993688,2,5,4,3,Web developer
22386,-0.7660808685591572,2,4,3,2,Web developer
22395,2.2179315230444505,4,5,2,2,Web developer
22429,1.218135652653845,3,5,2,2,Web developer
22437,-1.3323139442691638,3,4,2,2,Web developer
22440,2.069886022446836,4,3,3,3,Web developer
22467,0.2004987896869778,2,3,2,2,Web developer
22479,-0.2176887854254132,2,5,3,3,Web developer
22484,-0.36573428602302815,3,5,4,2,Web developer
22486,0.7821070849651927,2,5,2,4,Web developer
22489,0.08566950123383324,2,2,2,4,Web developer
22503,-0.23552977800167496,1,4,3,1,Web developer
22512,-0.7660808685591572,5,2,2,2,Web developer
22557,1.1033063642007006,3,5,4,2,Web developer
22566,2.18471531089998,1,4,2,2,Web developer
22572,0.10351049381009496,5,2,2,2,Web developer
22580,-0.462722581899911,3,4,3,3,Web developer
22599,-1.3323139442691638,1,4,3,3,Web developer
22607,0.330703297708331,3,4,3,2,Web developer
22611,0.10351049381009496,2,3,4,2,Web developer
22629,0.6519025769438392,3,5,4,4,Web developer
22656,-0.7660808685591572,5,5,3,1,Web developer
22690,0.6340615843675775,2,4,5,2,Web developer
22693,0.13672670595456538,3,5,5,1,Web developer
22701,0.18265779711071606,2,4,3,1,Web developer
22720,-1.3323139442691638,1,2,3,2,Web developer
22723,-0.7839218611354192,2,4,4,2,Web developer
22731,1.3304991680989366,4,3,3,2,Web developer
22830,-1.3323139442691638,2,3,1,2,Web developer
22841,-0.2176887854254132,2,3,3,2,Web developer
22845,-0.7660808685591572,2,4,1,1,Web developer
22863,0.330703297708331,2,3,3,1,Web developer
22895,0.6519025769438392,2,5,4,2,Web developer
22896,1.0700901520562303,2,3,4,2,Web developer
22908,0.2004987896869778,2,4,3,2,Web developer
22913,-0.7660808685591572,3,5,3,2,Web developer
22917,-0.36573428602302815,2,4,4,2,Web developer
23017,1.2002946600775835,2,3,2,2,Web developer
23027,-1.3323139442691638,2,4,4,2,Web developer
23032,-0.7660808685591572,2,5,3,2,Web developer
23050,0.6519025769438392,2,4,2,2,Web developer
23052,1.6363232277662363,2,5,2,3,Web developer
23065,-1.3323139442691638,2,2,1,1,Web developer
23088,0.6519025769438392,3,3,5,2,Web developer
23089,-0.7839218611354192,2,5,3,2,Web developer
23091,-0.7660808685591572,2,4,4,2,Web developer
23093,-0.7839218611354192,1,4,3,1,Web developer
23122,-1.3323139442691638,5,5,5,1,Web developer
23133,-0.9141263691567726,1,2,3,2,Web developer
23137,0.7667318653969837,2,5,3,2,Web developer
23148,-0.7660808685591572,5,5,5,4,Web developer
23169,-0.880910157012302,4,4,3,2,Web developer
23184,-0.7660808685591572,5,5,2,2,Web developer
23187,0.6519025769438392,3,5,3,3,Web developer
23188,-0.2176887854254132,3,4,3,2,Web developer
23190,-0.2176887854254132,4,4,4,2,Web developer
23198,0.6519025769438392,3,4,1,2,Web developer
23219,-1.3323139442691638,2,3,3,3,Web developer
23227,-1.3323139442691638,2,4,4,2,Web developer
23255,-0.7660808685591572,3,4,3,3,Web developer
23260,0.10351049381009496,2,5,4,3,Web developer
23275,1.218135652653845,3,3,2,3,Web developer
23323,-1.3323139442691638,3,3,5,3,Web developer
23338,-0.2176887854254132,2,3,1,1,Web developer
23371,-0.7839218611354192,2,2,2,1,Web developer
23411,-0.2176887854254132,3,4,4,2,Web developer
23450,1.651698447334445,4,3,3,4,Web developer
23480,-0.36573428602302815,2,3,1,1,Web developer
23509,0.6697435695201008,2,5,2,1,Web developer
23516,-0.3478932934467664,5,3,4,4,Web developer
23525,-1.3323139442691638,1,5,4,1,Web developer
23530,0.05245328908936277,3,2,4,3,Web developer
23555,1.651698447334445,2,4,3,3,Web developer
23565,0.6519025769438392,3,3,4,2,Web developer
23583,0.8790953808420754,4,3,3,2,Web developer
23594,-0.36573428602302815,4,4,2,3,Web developer
23604,-0.36573428602302815,3,2,2,1,Web developer
23634,0.2337150018314483,3,4,2,2,Web developer
23668,0.6519025769438392,5,4,3,2,Web developer
23673,-0.880910157012302,3,1,2,3,Web developer
23708,1.218135652653845,3,5,3,2,Web developer
23721,2.120943227167568,5,3,2,3,Web developer
23722,-0.7660808685591572,3,4,5,3,Web developer
23732,-1.3323139442691638,2,5,5,2,Web developer
23756,0.10351049381009496,2,4,4,2,Web developer
23774,1.218135652653845,2,3,2,2,Web developer
23785,1.3661811532514603,2,2,3,1,Web developer
23787,0.6519025769438392,2,4,4,3,Web developer
23793,0.6519025769438392,2,3,3,2,Web developer
23800,0.6519025769438392,2,2,4,2,Web developer
23811,0.6851187890883096,4,3,4,1,Web developer
23832,0.6519025769438392,2,5,4,2,Web developer
23841,1.2002946600775835,4,2,3,4,Web developer
23875,0.6519025769438392,3,2,3,2,Web developer
23899,-0.880910157012302,2,3,3,4,Web developer
23926,-1.3323139442691638,1,5,2,2,Web developer
23943,-0.23552977800167496,2,4,2,4,Web developer
23961,-0.2176887854254132,5,2,5,2,Web developer
23983,-0.31467708130229605,2,4,2,1,Web developer
23985,-1.3323139442691638,3,4,3,2,Web developer
23996,2.2179315230444505,3,4,2,1,Web developer
24003,1.2359766452301069,2,2,2,1,Web developer
24010,-0.7660808685591572,2,4,3,2,Web developer
24012,0.6519025769438392,2,3,2,2,Web developer
24018,-1.3323139442691638,2,4,4,2,Web developer
24020,1.218135652653845,3,3,3,3,Web developer
24021,-1.3323139442691638,5,2,3,2,Web developer
24034,0.6519025769438392,2,4,2,2,Web developer
24042,0.10351049381009496,2,5,3,2,Web developer
24096,-1.3323139442691638,3,4,3,1,Web developer
24142,0.6186863647993688,2,3,5,2,Web developer
24170,-1.3323139442691638,4,3,2,2,Web developer
24174,2.0877270150230975,4,3,3,4,Web developer
24216,0.6851187890883096,2,3,1,3,Web developer
24227,0.10351049381009496,2,5,4,3,Web developer
24240,1.315123948530728,3,4,2,2,Web developer
24244,-1.3323139442691638,2,3,4,1,Web developer
24261,-1.3323139442691638,4,3,4,3,Web developer
24265,-0.7660808685591572,2,3,3,2,Web developer
24288,0.6519025769438392,3,3,2,3,Web developer
24296,-1.3323139442691638,4,4,3,2,Web developer
24302,0.10351049381009496,2,5,4,3,Web developer
24319,1.1824536675013215,2,5,3,2,Web developer
24322,1.0700901520562303,2,4,4,2,Web developer
24335,-1.3323139442691638,3,4,3,3,Web developer
24375,-0.3478932934467664,2,3,2,2,Web developer
24381,0.7999480775414544,2,4,4,2,Web developer
24391,-1.3323139442691638,3,4,3,1,Web developer
24399,1.6363232277662363,4,4,3,2,Web developer
24436,-0.2176887854254132,2,3,3,3,Web developer
24463,0.2183397822632394,2,4,2,2,Web developer
24485,0.7999480775414544,4,3,3,2,Web developer
24487,0.6519025769438392,2,5,2,4,Web developer
24496,0.6365273573756304,4,5,4,3,Web developer
24511,0.6519025769438392,2,4,4,2,Web developer
24516,-1.3323139442691638,2,4,2,1,Web developer
24519,-0.3478932934467664,5,3,4,2,Web developer
24528,0.2337150018314483,3,4,3,2,Web developer
24561,-1.3323139442691638,3,5,3,4,Web developer
24591,-0.7660808685591572,2,4,3,1,Web developer
24599,-0.7660808685591572,2,4,3,3,Web developer
24613,0.2337150018314483,3,5,3,2,Web developer
24636,-0.2176887854254132,2,4,4,1,Web developer
24645,1.7997439479320598,3,5,2,3,Web developer
24646,-0.31467708130229605,1,2,4,1,Web developer
24657,0.6519025769438392,4,5,4,2,Web developer
24670,0.5216980689224859,2,5,1,3,Web developer
24706,-1.3323139442691638,4,5,3,2,Web developer
24741,-1.3323139442691638,3,4,3,1,Web developer
24758,1.2002946600775835,3,3,2,1,Web developer
24761,-0.19984779284915144,3,4,5,2,Web developer
24764,0.6519025769438392,2,4,4,2,Web developer
24771,-1.3323139442691638,2,4,2,1,Web developer
24817,0.2337150018314483,2,4,2,3,Web developer
24838,0.6519025769438392,2,5,1,2,Web developer
24839,-1.3323139442691638,5,4,3,4,Web developer
24856,-0.880910157012302,5,4,2,3,Web developer
24858,-1.3323139442691638,2,5,3,3,Web developer
24896,0.5549142810669564,3,4,3,2,Web developer
24906,0.7667318653969837,2,4,2,1,Web developer
24915,-0.7839218611354192,3,2,2,2,Web developer
24947,0.6519025769438392,3,4,4,2,Web developer
24963,0.8969363734183372,2,4,2,1,Web developer
24967,0.08566950123383324,3,3,4,2,Web developer
24999,0.6519025769438392,4,5,4,2,Web developer
25011,-1.3323139442691638,4,4,1,1,Web developer
25023,-0.07775121893199055,2,3,5,2,Web developer
25043,-1.3323139442691638,1,1,2,1,Web developer
25052,-0.3478932934467664,2,5,5,4,Web developer
25058,0.10351049381009496,2,4,5,2,Web developer
25072,-1.3323139442691638,3,4,1,2,Web developer
25084,0.6697435695201008,3,4,4,3,Web developer
25109,0.3485442902845928,4,5,4,3,Web developer
25123,-0.7839218611354192,2,3,3,1,Web developer
