,Mac OS,Microsoft Azure,SharePoint,Windows Phone,iOS,Serverless,Mainframe,Raspberry Pi,Windows Desktop,Salesforce,Linux Desktop,Amazon Web Services (AWS),Arduino,WordPress,Android
30276,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
30277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30280,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30282,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
30284,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1
30288,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
30289,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30290,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
30292,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
30294,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30297,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
30298,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
30304,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30305,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30312,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
30314,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
30315,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
30317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30321,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30323,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
30325,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30332,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30336,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
30337,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
30338,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1
30340,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
30342,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30345,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
30347,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
30348,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30350,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1
30351,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
30355,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30356,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30359,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
30360,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
30361,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30363,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
30364,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
30367,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
30369,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
30371,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
30373,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
30375,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
30376,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30377,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0
30378,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30380,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
30381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30383,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
30385,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
30387,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30390,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
30393,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1
30394,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
30395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30397,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
30398,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30399,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
30405,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
30408,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
30409,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
30410,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
30411,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
30413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30414,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
30422,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
30423,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
30424,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
30426,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
30429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30431,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1
30434,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1
30442,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
30443,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
30446,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
30448,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
30451,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
30453,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
30456,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
30458,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30462,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
30466,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
30470,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30473,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
30475,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1
30477,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30478,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
30479,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30481,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
30482,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
30483,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30487,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0
30489,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
30492,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30494,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
30495,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30497,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30501,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
30502,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
30504,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
30509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30512,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30516,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
30518,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
30520,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30521,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
30522,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30524,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
30526,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
30527,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
30528,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
30530,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
30531,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
30537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30540,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
30543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30544,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
30545,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
30547,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30555,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30556,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
30557,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
30558,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
30559,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
30560,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
30563,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
30567,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
30568,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
30569,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1
30570,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
30573,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1
30574,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
30575,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1
30576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30577,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
30579,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
30580,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
30587,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30588,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30591,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
30594,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
30597,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30598,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30599,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
30601,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
30604,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30605,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
30613,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1
30615,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
30616,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30617,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
30618,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1
30619,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30623,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
30625,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
30626,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
30627,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
30631,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
30633,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1
30634,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30636,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
30639,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
30640,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
30641,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1
30642,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
30643,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
30644,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
30645,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1
30646,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30648,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30651,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30654,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
30655,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
30656,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30657,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30658,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
30659,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0
30664,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30666,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
30668,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
30671,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
30672,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
30674,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30675,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
30676,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30677,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30678,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30681,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
30685,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
30687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30690,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30692,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30693,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
30694,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
30699,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
30700,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
30708,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
30712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30713,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
30716,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
30717,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30718,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30723,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30724,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
30725,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
30726,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30730,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
30731,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
30732,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
30734,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
30735,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30741,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30744,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
30745,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
30746,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30753,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
30755,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
30760,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
30764,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
30765,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30766,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
30767,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30768,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0
30770,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30771,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30776,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1
30780,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
30781,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
30782,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
30783,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
30788,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30789,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30790,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30791,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30792,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
30796,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30797,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
30800,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
30801,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30803,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
30804,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1
30807,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
30808,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30810,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
30813,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
30817,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
30818,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
30819,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1
30820,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30821,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1
30825,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30829,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
30835,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0
30836,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30837,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
30838,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
30840,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
30844,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1
30847,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30848,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1
30849,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
30851,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30854,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
30855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30858,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
30859,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
30861,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
30862,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
30867,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30872,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
30876,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
30877,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
30878,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30880,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
30882,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
30885,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
30886,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
30887,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
30891,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
30892,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
30893,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
30895,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30898,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
30899,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30906,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30907,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
30908,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
30909,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
30914,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30918,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1
30919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30921,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1
30922,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0
30924,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
30926,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30927,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30930,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30932,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30935,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
30937,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
30938,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
30943,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30946,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30948,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1
30949,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1
30950,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
30951,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
30952,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
30953,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1
30955,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1
30961,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
30962,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
30967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30968,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30970,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
30973,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30975,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
30976,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
30977,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1
30979,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
30980,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
30982,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
30984,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1
30985,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
30986,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30987,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
30992,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
30994,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1
30995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30998,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
31004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
31007,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
31010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
31011,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
31012,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
31016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
31017,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
31019,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31020,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
31021,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
31022,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
31024,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
31026,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0
31029,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
31030,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
31032,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31033,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1
31035,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
31037,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
31040,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
31042,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
31044,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
31048,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
31050,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
31053,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1
31054,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1
31059,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
31060,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
31063,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31064,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
31065,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1
31073,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
31074,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
31077,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
31078,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1
31081,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
31082,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
31083,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
31084,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
31088,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31089,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
31091,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0
31094,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
31095,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
31096,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
31097,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
31099,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
31101,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
31102,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1
31109,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31110,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
31114,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1
31115,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31116,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
31119,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31121,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
31122,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1
31131,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1
31135,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
31136,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
31139,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
31141,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
31142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31145,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1
31149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31150,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
31151,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31152,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
31155,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
31156,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
31157,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
31160,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
31161,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0
31166,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
31169,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
31170,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
31171,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
31176,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
