,Mac OS,Microsoft Azure,SharePoint,Windows Phone,iOS,Serverless,Mainframe,Raspberry Pi,Windows Desktop,Salesforce,Linux Desktop,Amazon Web Services (AWS),Arduino,WordPress,Android
4695,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4696,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4697,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
4699,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4700,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4704,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4706,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
4708,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
4710,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
4712,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4714,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
4716,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
4717,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4718,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4720,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
4722,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4723,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
4724,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
4725,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4728,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4729,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4730,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
4731,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4737,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4738,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
4739,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4740,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4742,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
4743,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4744,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4745,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4746,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4747,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0
4750,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4755,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
4757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4759,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4764,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4765,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
4770,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4771,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4772,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4775,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
4776,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4780,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
4786,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4788,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
4789,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4790,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4791,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4793,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
4796,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4797,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4798,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4800,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4801,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4802,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4804,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
4809,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4810,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4811,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
4812,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4814,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4818,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
4824,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4825,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4826,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4827,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1
4829,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4830,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4833,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
4836,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4838,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1
4839,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4840,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4842,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4846,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4847,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
4849,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
4850,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
4851,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4853,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4854,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4855,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
4859,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4861,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4862,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4867,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4870,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1
4871,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
4873,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
4874,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4875,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
4878,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4879,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
4882,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4883,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4884,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4887,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
4888,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4889,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0
4890,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
4892,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1
4896,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4897,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4900,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4903,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4905,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4906,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4907,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4908,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4909,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4910,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4911,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4913,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4916,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1
4917,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4919,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1
4921,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4925,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4928,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
4929,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4933,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
4934,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4937,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4938,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4939,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
4943,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4944,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4945,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
4948,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
4949,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4953,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4955,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
4958,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
4961,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
4965,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
4966,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
4968,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4969,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4973,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4976,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1
4977,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4978,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4983,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4984,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4985,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4989,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4990,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4992,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
4995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4996,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4997,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5001,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1
5002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5006,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
5009,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
5012,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0
5013,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5015,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5018,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
5020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5021,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5022,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5025,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5026,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
5027,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
5029,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5031,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
5032,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
5033,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
5034,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
5035,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
5036,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5037,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5038,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
5039,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
5041,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
5045,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5048,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
5052,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
5053,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
5056,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5058,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5061,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5062,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5063,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
5067,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5071,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5075,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
5076,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
5077,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5078,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5079,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5080,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0
5081,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
5082,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
5083,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5084,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5088,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
5089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5090,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5098,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5105,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5110,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
5112,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5113,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5114,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
5115,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5116,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
5117,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5123,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1
5127,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
5128,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
5129,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5130,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1
5131,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5135,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5137,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5140,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5142,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
5143,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
5146,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5147,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
5150,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
5155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5158,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1
5159,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
5161,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
5163,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
5167,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5170,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
5173,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
5174,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1
5177,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5179,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
5180,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
5181,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5182,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
5186,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
5189,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
5192,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
5193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5195,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
5198,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5199,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
5201,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1
5202,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
5204,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5205,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
5206,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5209,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
5210,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
5211,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
5212,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
5214,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
5215,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5216,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5217,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5218,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5220,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
5223,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5224,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
5225,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
5226,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
5229,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
5231,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
5237,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5238,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
5241,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5244,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5248,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
5249,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
5250,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
5251,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1
5252,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
5257,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
5258,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
5259,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5261,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5263,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5267,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
5269,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5272,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5273,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1
5277,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0
5278,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5279,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
5282,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5283,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5284,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5286,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0
5288,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
5290,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
5296,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
5297,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5303,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5306,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5307,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5310,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5313,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
5314,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
5315,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1
5317,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5319,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5320,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
5321,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5322,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
5323,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5328,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5331,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
5334,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
5337,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
5338,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1
5340,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5345,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5346,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
5347,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
5348,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
5350,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
5352,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5355,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
5356,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5357,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5358,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5361,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
5362,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5363,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
5365,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5367,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5369,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5370,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5372,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
5375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5376,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5377,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5378,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
5379,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5382,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5383,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
5384,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5385,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
5387,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5388,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5389,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
5390,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5391,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5392,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5394,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5395,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5396,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
5398,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
5400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5402,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
5403,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1
5404,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
5409,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
5410,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
5412,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5413,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
5417,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0
5421,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
5422,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1
5424,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
5425,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5427,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5430,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
5435,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5438,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
5440,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5441,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5442,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5443,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
5444,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5445,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5447,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5448,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5451,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5452,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5453,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
5454,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
5456,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
5457,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
5459,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5460,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5464,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1
5468,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
5471,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1
5472,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5473,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1
5474,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5475,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
5477,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5480,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
5481,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5482,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5484,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5485,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5486,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
5488,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1
5489,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
5490,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
5491,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5492,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5495,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1
5496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5499,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0
5502,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
5503,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
