,Mainframe,Raspberry Pi,Linux Desktop,SharePoint,Amazon Web Services (AWS),Android,Windows Phone,WordPress,iOS,Mac OS,Microsoft Azure,Arduino,Serverless,Salesforce,Windows Desktop
11889,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0
11891,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
11894,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11895,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
11896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11897,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11898,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
11901,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
11902,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1
11905,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
11909,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11913,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
11916,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
11919,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11921,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11922,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
11923,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11924,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
11925,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11928,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
11929,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11931,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
11933,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
11934,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
11935,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
11937,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11939,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
11940,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
11941,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
11942,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11943,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
11944,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11947,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11949,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0
11950,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11954,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
11955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11958,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11959,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
11960,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
11961,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
11962,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11963,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
11964,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
11965,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
11968,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
11969,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11973,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
11974,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
11976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11977,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
11979,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
11980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11981,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
11985,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11987,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
11988,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
11989,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11992,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1
11994,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
11996,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
11997,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
11998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11999,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
12000,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
12001,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
12002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
12003,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
12007,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
12010,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
12014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12019,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
12020,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
12021,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
12026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12027,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
12028,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12031,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1
12033,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
12034,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12035,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
12036,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
12038,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
12039,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
12040,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12041,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0
12042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12043,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
12046,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
12050,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1
12051,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
12055,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12060,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1
12061,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
12062,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12063,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
12065,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
12066,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
12067,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
12068,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
12071,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12072,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12073,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
12077,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
12078,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
12080,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
12081,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12082,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
12083,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12089,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
12094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12096,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1
12097,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
12099,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12100,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
12101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12103,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
12105,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12108,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
12111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12113,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0
12115,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12121,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
12123,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12125,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12126,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12127,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
12130,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12131,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
12133,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12139,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
12141,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
12142,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12145,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12147,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12155,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
12157,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12158,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
12160,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
12162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12164,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12165,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12166,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12167,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12169,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
12171,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
12172,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1
12173,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
12177,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12179,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
12181,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
12186,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
12187,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
12192,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
12195,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
12197,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
12198,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
12199,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12204,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12205,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
12206,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
12214,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
12217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12218,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
12220,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12224,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1
12226,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12228,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12229,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
12233,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1
12235,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12236,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12238,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12239,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12240,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
12241,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
12242,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
12243,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12248,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
12250,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12251,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12253,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
12254,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1
12255,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12256,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
12257,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
12258,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
12259,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
12260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12261,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12262,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1
12264,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
12266,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12272,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
12273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12277,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0
12278,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
12280,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1
12282,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0
12284,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
12285,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
12291,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
12296,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
12297,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
12298,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
12299,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
12301,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
12303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12304,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
12307,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
12308,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12309,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12310,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
12311,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12312,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12314,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
12315,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
12316,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12321,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1
12322,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0
12323,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12327,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1
12329,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12334,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
12335,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
12336,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
12339,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
12342,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12343,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12344,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12347,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
12349,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
12350,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
12351,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12354,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12358,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12359,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
12362,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
12363,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
12367,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0
12368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12370,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0
12371,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
12372,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
12373,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12379,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
12383,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12392,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
12394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12399,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
12400,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
12406,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12409,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
12412,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12416,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0
12417,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
12418,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
12420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12423,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
12424,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
12425,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
12429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12431,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
12432,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
12433,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
12435,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
12436,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12437,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12439,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12441,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
12442,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
12443,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12446,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12447,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
12450,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
12451,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
12452,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1
12454,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
12456,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
12458,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12460,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12462,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12464,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
12466,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
12467,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
12468,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
12469,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0
12471,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
12474,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
12475,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
12478,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12483,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12484,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
12485,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0
12488,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
12489,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1
12492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12493,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
12494,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
12497,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
12498,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
12500,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
12501,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
12502,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12505,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
12507,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12508,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
12509,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
12513,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12518,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12519,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12520,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
12522,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12525,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
12526,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12528,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12531,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12533,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
12534,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
12538,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
12539,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0
12540,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12541,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
12543,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
12549,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12552,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12554,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12555,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
12556,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
12558,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
12565,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12569,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
12570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12572,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12573,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0
12574,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12577,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
12578,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
12579,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
12580,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
12583,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
12585,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1
12587,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1
12588,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
12589,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
12591,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
12592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12593,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
12594,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12595,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
12597,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
12603,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
12604,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12605,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
12609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12611,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
12613,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
12615,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12617,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12618,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12622,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12624,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
12629,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
12632,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
12633,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
12635,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12637,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
12638,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12642,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
12643,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
12644,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
12645,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
12647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12651,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12652,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12653,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
12654,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12655,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
12657,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
12658,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
12660,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
12662,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12663,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
12664,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0
12665,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
12666,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1
12668,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
12669,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12671,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12672,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
12677,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12678,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12680,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1
12681,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
12686,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12687,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
12688,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
12691,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
12694,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12695,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
