,Redis,PostgreSQL,Oracle,MySQL,SQL Server,MongoDB,SQLite,Cassandra
31966,1,1,1,1,1,1,1,0
31968,0,1,0,1,1,0,0,0
31969,0,0,0,0,0,0,1,0
31972,0,0,1,1,0,1,0,0
31973,0,0,1,0,0,0,0,0
31975,0,0,0,1,0,0,1,0
31976,1,1,0,1,0,1,0,0
31978,0,0,1,0,0,0,0,0
31980,0,1,0,1,1,1,0,0
31981,0,0,0,1,1,0,0,0
31982,0,0,0,0,1,0,0,0
31983,0,0,0,1,0,0,0,0
31984,1,1,0,1,1,1,1,1
31985,0,0,0,0,1,0,0,0
31989,1,1,1,1,0,1,1,1
31991,0,1,0,0,0,0,1,1
31992,0,0,0,0,1,0,0,0
31993,0,1,0,1,0,0,1,0
31999,0,1,0,1,1,0,1,0
32001,0,1,1,1,0,0,0,0
32002,0,0,0,0,0,0,1,0
32003,0,1,0,0,0,0,1,0
32011,0,0,0,0,1,0,0,0
32012,0,0,0,0,0,0,1,0
32013,0,1,0,1,0,0,0,0
32014,0,0,1,0,1,0,0,0
32015,0,0,1,1,1,0,1,0
32016,0,1,1,0,1,0,1,0
32018,0,1,0,0,0,0,0,0
32019,0,1,0,0,0,0,0,0
32020,0,0,0,1,1,0,1,0
32021,0,0,0,1,0,0,0,0
32024,0,0,0,0,1,0,0,0
32025,0,0,0,1,1,0,0,0
32027,0,0,0,1,0,0,0,0
32028,1,0,0,1,0,1,0,0
32031,0,1,0,1,0,0,0,0
32034,0,0,0,1,0,0,0,0
32036,0,0,0,0,0,0,1,0
32038,0,1,1,1,0,0,0,0
32039,1,0,0,1,0,1,0,0
32040,0,0,0,0,0,0,1,0
32042,0,0,0,1,0,0,0,0
32043,0,0,0,1,1,0,1,0
32048,0,1,0,1,0,1,0,0
32050,1,1,0,1,0,1,1,0
32053,0,0,0,0,0,0,1,0
32055,0,0,0,0,1,1,1,0
32057,0,0,0,0,0,0,1,0
32061,0,1,1,1,0,0,0,0
32064,0,0,0,1,0,1,0,0
32065,0,0,0,1,0,0,0,0
32066,0,1,0,0,1,0,0,0
32067,0,0,0,1,0,0,0,0
32068,0,0,0,1,0,0,0,0
32069,0,0,1,0,0,0,0,0
32073,0,1,0,1,0,0,0,0
32074,0,0,0,0,1,1,0,0
32075,0,0,0,1,0,0,1,0
32076,0,0,0,0,0,0,1,0
32081,0,1,0,0,0,1,0,0
32083,0,0,1,0,0,0,1,0
32084,0,0,0,1,0,0,0,0
32085,1,1,0,1,0,0,0,0
32086,0,0,0,0,1,0,0,0
32089,0,0,0,0,1,0,1,0
32090,0,0,1,0,0,1,0,0
32091,0,1,0,0,0,1,0,0
32092,0,1,0,1,0,0,0,0
32094,0,0,0,0,1,0,0,0
32095,0,0,0,1,0,0,0,0
32098,0,1,0,1,0,0,1,0
32101,0,0,0,1,0,0,0,0
32103,0,0,0,0,1,1,0,0
32105,0,0,1,1,1,0,0,0
32106,0,0,0,0,0,1,1,0
32112,0,0,0,1,0,1,0,0
32114,1,0,0,0,1,0,0,0
32119,0,0,0,1,0,0,0,0
32120,0,0,0,1,0,0,0,0
32123,0,0,0,1,0,0,0,0
32125,0,1,0,0,0,0,1,0
32127,0,0,0,0,0,0,1,0
32128,0,0,0,1,1,1,0,0
32132,0,0,0,0,1,0,0,0
32133,0,0,1,0,0,1,1,0
32140,0,0,0,1,0,0,0,0
32141,0,0,0,0,1,0,0,0
32144,0,0,0,0,1,1,0,0
32150,0,0,0,1,1,0,1,0
32152,0,0,1,0,1,1,1,0
32153,1,0,0,1,0,0,0,0
32156,1,1,0,1,1,0,1,0
32160,1,0,1,0,0,0,0,0
32165,0,0,0,0,1,1,1,0
32166,1,1,0,1,1,1,0,0
32167,0,0,0,1,1,0,0,1
32169,0,0,0,1,0,1,0,0
32174,0,0,0,1,0,1,1,0
32175,0,0,1,0,1,0,0,0
32177,0,0,0,0,1,0,0,0
32180,1,0,0,1,0,0,0,0
32186,0,0,0,0,1,0,0,0
32191,0,0,0,0,1,0,0,0
32192,0,0,0,0,1,0,0,0
32195,0,1,0,1,0,1,0,1
32197,0,0,1,1,1,0,1,0
32200,0,1,0,0,1,0,0,0
32201,0,0,1,1,1,1,1,0
32202,0,0,0,1,0,0,0,0
32204,0,1,1,1,1,1,0,0
32205,0,0,0,0,1,0,0,0
32207,0,0,1,0,0,0,0,0
32209,0,0,0,1,0,0,0,0
32210,0,0,0,0,1,0,0,0
32212,0,0,0,1,0,0,1,0
32213,0,0,0,0,1,0,0,0
32215,0,1,0,1,0,0,1,0
32216,0,0,0,0,1,0,0,0
32219,0,0,0,1,1,0,1,0
32221,1,0,0,1,0,1,0,0
32224,0,0,0,1,0,0,0,0
32227,0,0,0,1,0,0,0,0
32228,0,0,0,1,0,0,1,0
32230,0,0,1,1,0,1,0,0
32232,0,1,0,0,0,0,0,0
32234,0,0,0,0,1,0,0,0
32236,0,0,1,0,1,0,1,0
32237,1,0,1,0,1,0,0,0
32240,1,0,0,1,0,1,0,0
32242,0,1,0,1,0,0,0,0
32243,0,0,0,1,1,0,0,0
32244,0,1,0,1,1,1,0,0
32245,0,0,0,1,0,0,1,0
32246,0,0,0,1,0,0,0,0
32251,0,0,0,1,1,0,0,0
32252,0,0,1,0,1,0,0,0
32255,0,0,0,1,0,0,0,0
32256,0,0,0,1,1,1,1,0
32260,0,0,0,1,0,0,0,0
32262,0,1,0,0,0,0,1,0
32264,0,0,1,0,0,0,0,0
32266,0,0,0,1,0,1,0,0
32269,0,0,0,1,0,0,1,0
32271,1,0,0,1,1,0,1,0
32273,0,1,0,1,0,1,0,0
32274,0,0,0,1,0,0,0,0
32275,0,0,0,0,0,0,1,0
32277,0,0,0,1,0,0,0,0
32278,0,0,1,0,0,0,0,0
32279,0,0,0,1,0,0,0,0
32280,0,0,0,1,1,0,0,0
32281,0,0,0,0,1,0,0,0
32284,0,0,0,0,1,0,0,0
32285,0,0,0,1,0,0,0,0
32287,0,0,0,1,0,0,0,0
32288,0,0,1,1,1,0,0,0
32289,0,1,1,0,1,0,1,0
32290,0,1,0,0,0,0,0,0
32291,0,0,0,1,0,0,0,0
32296,0,0,0,1,0,0,0,0
32297,0,1,0,0,1,1,1,0
32299,0,0,0,1,0,0,0,0
32300,0,1,0,1,0,0,0,0
32301,0,0,0,1,0,0,1,0
32308,1,0,0,1,1,0,1,0
32310,0,1,1,1,1,1,0,0
32311,0,0,0,1,0,0,0,0
32312,0,0,1,0,0,0,0,0
32314,0,0,0,1,0,0,0,0
32315,1,1,0,1,0,0,0,0
32316,0,1,0,0,0,0,0,0
32317,0,1,0,1,0,0,0,0
32319,0,0,0,1,0,0,0,0
32320,0,0,0,0,1,0,0,0
32322,0,0,0,1,0,1,1,0
32324,0,1,0,1,0,1,0,0
32325,0,1,0,1,0,0,1,0
32329,0,0,1,1,1,0,1,0
32330,1,1,0,1,0,0,0,0
32331,1,1,0,1,0,0,1,0
32332,0,0,0,0,0,0,1,0
32333,0,0,1,0,0,0,0,0
32335,0,0,0,0,1,0,0,0
32338,0,0,1,1,0,0,1,0
32339,0,0,0,0,1,0,0,0
32343,0,0,0,0,1,0,0,0
32347,0,1,0,0,0,0,0,0
32350,0,0,0,1,1,1,0,0
32352,0,0,0,1,0,0,0,0
32355,0,0,0,1,0,0,0,0
32359,0,0,0,0,1,1,0,0
32361,0,0,0,1,0,0,0,0
32363,0,0,0,0,1,0,0,0
32364,0,0,0,1,0,1,0,0
32365,0,1,1,1,1,0,0,0
32366,0,0,0,1,0,0,1,0
32367,0,0,0,1,0,0,1,0
32370,0,1,0,1,0,0,0,0
32371,0,0,0,0,1,0,0,0
32374,0,1,0,1,0,1,0,0
32376,1,1,1,0,1,0,0,0
32378,0,0,0,0,1,1,0,0
32379,0,0,0,0,1,0,0,0
32381,1,0,0,0,0,1,0,0
32382,1,1,0,0,0,1,1,1
32384,0,0,1,1,0,1,0,0
32386,0,0,0,0,1,0,0,0
32388,0,0,0,0,1,0,0,0
32389,0,1,0,1,0,0,0,0
32393,0,1,0,1,1,1,0,0
32394,0,0,0,0,1,1,1,0
32395,0,1,0,1,0,0,0,0
32397,0,0,0,0,1,0,0,0
32398,0,1,0,1,1,0,1,0
32399,0,1,0,0,0,0,0,0
32400,0,0,0,1,1,0,0,0
32401,0,0,1,0,0,0,0,0
32402,0,0,0,1,0,0,1,0
32403,0,1,1,1,0,1,0,0
32406,0,0,0,1,0,0,0,0
32409,0,0,0,1,1,0,0,0
32410,1,1,0,1,0,1,0,0
32413,0,0,0,1,0,0,0,0
32414,0,1,1,1,1,0,1,0
32415,0,0,0,1,0,0,0,0
32416,0,0,0,0,1,0,1,0
32417,0,0,1,0,0,1,0,0
32418,0,0,0,1,0,0,1,0
32420,1,1,1,0,0,1,0,0
32421,0,0,0,0,1,0,0,0
32422,0,0,1,1,1,0,0,0
32423,0,0,0,1,0,0,0,0
32425,0,0,0,0,1,1,0,0
32426,0,1,0,0,0,0,0,0
32427,0,0,0,1,1,0,0,0
32429,0,1,0,1,1,0,0,0
32430,0,0,0,0,1,0,0,0
32431,0,0,0,0,1,0,1,0
32439,0,0,0,0,1,0,0,0
32440,0,0,0,1,0,0,0,0
32441,0,0,0,1,1,0,0,0
32442,0,0,0,0,0,1,0,0
32443,0,0,0,1,0,0,0,0
32445,0,0,0,0,1,0,0,0
32452,0,0,0,0,1,1,0,0
32453,0,1,0,1,0,0,1,0
32455,0,0,0,1,0,0,0,0
32458,0,0,0,1,0,0,0,0
32459,0,0,0,0,0,0,1,0
32460,0,0,0,1,0,0,0,0
32461,0,0,0,1,1,0,1,0
32462,1,1,0,0,0,0,0,0
32473,0,0,1,0,0,0,0,0
32474,0,0,0,1,1,0,0,0
32476,0,0,0,0,1,0,0,0
32481,0,0,0,1,1,0,1,0
32483,0,0,0,0,1,0,0,0
32484,0,0,1,0,0,0,0,0
32487,0,0,0,0,1,0,0,0
32488,0,0,0,0,1,0,0,0
32489,0,1,0,0,0,0,0,1
32497,0,0,0,0,1,0,1,0
32498,0,0,0,1,0,0,0,0
32500,0,0,0,1,0,0,0,0
32501,0,1,0,1,0,0,1,0
32502,0,0,0,1,0,1,0,0
32504,1,1,0,1,0,0,0,0
32506,0,0,0,0,0,1,1,0
32508,0,0,0,1,0,0,0,0
32512,0,0,0,1,1,0,1,0
32513,0,0,0,1,0,0,0,0
32516,1,0,0,1,0,1,1,0
32517,0,0,0,0,1,0,0,0
32519,0,1,0,1,0,0,0,0
32522,0,0,0,1,1,0,0,0
32526,0,0,1,1,0,0,0,0
32528,0,1,1,0,0,0,0,0
32530,1,1,0,1,1,1,0,0
32532,0,0,0,1,1,0,0,0
32533,0,0,0,1,1,0,0,0
32534,0,0,1,1,0,0,0,0
32535,0,1,0,1,0,0,1,0
32536,0,0,0,0,1,0,0,0
32539,0,0,0,1,0,0,0,0
32542,0,0,0,1,0,0,0,0
32543,0,0,0,0,1,0,0,0
32545,1,0,0,1,0,0,0,0
32546,0,0,0,1,0,0,0,0
32547,0,0,0,0,1,0,0,0
32549,0,0,0,0,1,1,1,0
32551,0,0,0,0,0,1,0,0
32552,0,0,0,0,1,0,0,0
32553,0,0,1,0,0,0,0,0
32558,0,1,0,0,0,0,0,0
32559,1,0,0,1,0,1,0,0
32560,0,1,1,1,0,0,1,1
32561,0,0,0,0,1,0,0,0
32563,0,0,0,1,1,0,0,0
32565,0,0,0,1,0,0,0,0
32566,0,0,0,1,0,1,1,0
32568,0,0,0,1,1,0,0,0
32571,1,0,0,1,0,0,0,0
32573,0,1,0,0,0,0,1,0
32574,0,0,0,1,1,0,0,0
32575,0,0,0,1,0,0,0,0
32576,0,0,0,0,1,0,0,0
32577,0,0,0,1,0,0,0,0
32578,0,1,1,0,1,0,0,0
32579,0,0,1,1,1,0,1,0
32580,0,0,0,0,1,0,0,0
32584,1,1,0,1,0,0,0,0
32585,0,0,0,0,1,0,0,0
32586,0,0,0,0,1,0,0,0
32587,0,1,0,0,0,0,1,0
32588,0,0,0,1,0,0,0,0
32589,0,0,0,1,0,0,0,0
32590,0,0,0,1,1,0,0,0
32591,0,1,0,1,1,0,1,0
32593,0,1,1,1,1,0,0,0
32596,0,0,0,0,1,0,1,0
32597,0,1,0,0,0,0,0,0
32599,0,0,1,1,1,0,0,0
32601,0,0,0,1,1,0,0,0
32604,0,0,0,0,0,1,0,0
32605,0,1,0,1,0,0,1,0
32607,0,1,0,1,1,1,0,0
32609,0,0,0,1,0,0,0,0
32612,0,0,1,1,1,1,1,0
32615,0,0,0,1,0,0,0,0
32617,0,0,0,0,0,0,1,0
32619,0,0,0,0,1,0,0,0
32620,0,0,1,0,0,0,0,0
32621,0,0,1,1,0,0,0,0
32622,0,1,0,0,0,0,0,0
32625,0,0,0,1,1,0,0,0
32629,0,0,0,0,1,0,0,0
32631,0,0,0,0,1,0,0,0
32632,0,0,0,1,0,0,0,0
32635,0,0,0,1,0,1,1,0
32637,0,1,0,0,0,0,0,0
32638,0,0,1,0,0,0,0,0
32639,0,0,0,0,0,0,1,0
32641,0,0,1,1,0,0,0,0
32643,0,1,0,1,0,0,1,0
32644,0,0,0,1,1,1,0,0
32645,0,0,0,1,0,0,0,0
32649,0,0,0,1,1,0,0,0
32651,0,0,0,1,1,0,1,0
32652,0,1,0,1,0,1,0,0
32653,0,0,0,1,0,1,0,0
32656,0,0,1,0,1,0,0,0
32659,0,1,0,1,0,0,1,0
32660,0,0,0,0,1,0,0,0
32661,0,0,0,1,0,1,1,0
32664,1,0,0,0,1,0,0,0
32665,0,1,1,1,1,0,0,0
32666,0,0,1,0,1,0,1,0
32670,0,0,0,1,1,0,0,0
32671,0,0,1,0,0,0,0,0
32672,0,0,0,0,0,0,1,0
32673,0,0,0,0,1,0,0,0
32678,0,0,0,1,0,1,0,0
32679,0,1,0,1,0,1,0,0
32680,0,0,0,1,1,0,1,0
32681,0,1,0,0,0,0,1,0
32682,1,0,0,1,1,1,0,0
32684,0,0,0,0,1,0,0,0
32686,0,0,1,0,0,0,0,0
32687,0,0,0,0,1,0,0,0
32690,0,0,0,0,0,0,1,0
32692,0,0,0,0,1,1,0,0
32693,0,1,0,1,0,1,1,0
32696,0,0,0,1,0,0,0,0
32697,0,0,0,0,1,0,0,0
32699,0,0,0,0,1,0,1,0
32702,0,0,0,1,0,0,0,0
32704,0,0,0,0,1,0,0,0
32708,0,1,0,1,0,1,0,0
32710,0,0,0,1,0,0,0,0
32716,0,0,1,0,1,1,0,0
32717,0,0,0,1,1,0,1,0
32718,0,0,0,0,1,0,0,0
32719,1,1,0,0,0,0,1,0
32721,0,0,0,1,0,0,0,0
32724,0,1,0,1,0,1,1,0
32727,0,0,0,1,0,0,0,0
32728,0,0,0,1,0,0,0,0
32729,0,0,0,1,1,0,1,0
32730,0,0,0,0,1,0,0,0
32731,0,0,0,1,0,0,0,0
32735,0,0,0,1,0,0,0,0
32739,0,1,0,0,0,0,0,0
32741,0,1,0,0,0,0,0,0
32742,0,1,0,1,0,0,1,0
32745,0,0,1,1,1,0,0,0
32746,0,0,0,1,0,0,0,0
32747,0,0,0,1,0,0,0,0
32749,0,0,0,0,1,0,1,0
32750,0,0,0,0,1,0,0,0
32751,0,0,0,1,0,0,0,0
32755,0,0,1,1,0,0,1,0
32756,0,0,0,0,0,0,1,0
32757,0,0,0,0,1,0,0,0
32759,0,0,1,1,1,0,1,0
32760,0,1,0,0,1,0,0,0
32761,0,0,0,0,1,0,0,0
32763,0,1,0,1,0,0,0,0
32764,0,0,1,0,1,0,0,0
32766,0,0,0,0,1,0,0,0
32767,0,1,1,1,1,0,1,0
32774,0,0,0,1,0,0,1,0
32776,0,0,0,1,0,0,0,0
32777,0,0,1,1,0,0,1,0
32780,0,0,0,1,1,0,0,0
32782,0,0,0,1,0,0,1,0
32784,0,0,1,0,0,0,0,0
32786,0,0,1,0,1,0,0,0
32787,0,1,0,1,1,0,0,0
32788,0,0,0,0,1,1,0,0
32791,0,0,0,1,0,0,0,0
32792,0,1,0,0,0,0,0,0
32795,0,0,0,0,0,0,1,0
32797,1,0,0,0,1,0,0,0
32798,0,0,0,0,1,0,0,0
32799,0,0,0,1,0,1,0,0
32800,0,0,0,1,0,0,0,0
32801,0,0,0,0,0,0,1,0
32802,0,0,0,1,0,0,0,0
32804,1,1,0,0,0,0,0,0
32805,1,1,0,0,0,1,0,0
32809,1,0,0,1,0,1,0,0
32810,0,1,0,1,0,1,0,0
32811,0,0,0,1,0,0,1,0
32813,0,0,0,1,1,0,0,0
32814,0,1,0,0,0,0,0,0
32815,1,0,0,0,0,1,1,0
32816,0,0,0,0,0,1,0,0
32817,1,0,0,1,0,1,0,0
32818,0,0,1,0,0,0,0,0
32828,0,0,0,1,0,0,0,0
32830,0,1,0,1,0,0,0,0
32833,0,0,0,1,0,0,0,0
32834,0,0,0,0,0,1,0,0
32835,0,1,0,0,0,0,1,0
32838,0,0,0,0,1,0,0,0
32841,0,0,0,0,0,0,1,0
32842,0,0,1,0,1,0,0,0
32843,0,0,0,0,0,1,0,0
32844,0,0,0,0,1,0,0,0
32845,1,1,0,1,0,0,1,0
32846,0,0,0,1,1,0,0,0
32847,0,1,0,0,0,0,0,0
32848,0,0,0,1,0,0,0,0
32851,0,0,0,1,1,0,0,0
32852,1,0,0,1,0,1,0,0
32853,1,1,0,0,0,0,0,0
32854,0,0,1,0,1,0,1,0
32855,1,1,0,0,0,1,0,0
32858,0,0,0,1,0,0,0,0
32862,0,0,1,1,0,0,0,0
32863,0,1,0,0,1,0,0,0
32868,1,0,0,0,0,0,1,0
32870,0,0,0,1,0,0,1,0
32871,0,0,0,1,0,0,1,0
32872,0,0,0,1,0,0,1,0
32876,0,1,1,1,1,0,1,0
32879,0,0,1,1,0,0,0,0
32880,0,0,0,1,0,0,0,0
32881,0,1,1,0,1,0,0,0
32882,0,0,0,0,1,0,1,0
32883,0,1,0,0,0,0,1,0
32884,0,1,0,0,0,0,0,0
32887,0,0,0,0,1,0,0,0
32889,0,0,0,1,1,0,1,0
32890,0,0,1,0,1,0,0,0
32892,0,0,0,0,1,0,0,0
32893,0,1,0,0,0,0,0,0
32894,0,1,0,0,0,1,0,0
32895,0,0,1,0,0,0,1,0
32898,0,0,0,0,1,0,0,0
32899,1,1,0,1,1,0,0,0
32901,0,0,1,0,1,0,0,0
32902,0,0,0,0,0,1,0,0
32905,0,1,0,0,1,0,0,0
32907,0,1,0,1,0,0,0,0
32909,1,0,0,0,0,0,0,0
32910,0,0,0,1,0,0,1,0
32911,0,0,0,0,1,0,1,0
32913,0,0,0,1,0,0,0,0
32916,0,0,1,0,0,0,0,0
32917,0,0,1,1,0,0,0,0
32918,0,0,0,1,0,0,0,0
32923,0,0,0,0,1,0,0,0
32926,0,1,0,0,0,1,0,0
32927,1,0,0,0,1,0,0,0
32928,0,1,0,1,0,1,1,0
32929,0,0,0,0,1,0,0,0
32930,0,1,0,0,0,0,0,0
32933,0,0,1,1,1,0,0,0
32935,0,0,0,0,0,0,1,0
32937,0,1,0,0,1,0,0,0
32939,0,0,0,1,0,0,0,0
32940,0,0,0,0,1,0,1,0
32948,0,0,0,0,0,0,1,0
32953,0,0,1,1,0,0,1,0
32954,0,0,0,0,1,0,0,0
32955,0,0,0,0,0,0,1,0
32956,0,0,0,1,1,0,0,0
32958,0,0,0,0,1,0,0,0
32960,0,0,1,1,0,0,0,0
32963,0,0,0,0,0,0,1,0
32964,0,0,0,1,1,0,0,0
32965,0,1,0,1,0,0,0,0
32970,0,0,0,1,0,0,1,0
32971,0,0,0,1,1,0,0,0
32972,0,0,0,0,1,1,0,0
32976,0,0,0,1,0,1,1,0
32979,0,0,0,0,1,0,0,0
32980,1,1,0,0,0,0,0,0
32981,1,1,1,0,0,0,0,0
32983,0,0,0,1,0,0,0,0
32984,0,0,0,1,0,0,0,0
32992,0,0,0,0,0,0,1,0
32994,0,0,0,0,1,0,0,0
32996,0,0,0,0,0,1,0,0
33000,0,0,0,0,1,0,0,0
33002,0,0,0,1,0,0,0,0
33003,0,0,0,0,1,0,0,0
33005,0,0,0,1,0,0,0,0
33008,0,0,0,1,0,0,0,0
33009,0,0,0,1,0,0,0,0
33012,0,0,1,1,1,1,0,0
33013,0,1,1,1,1,0,0,0
33014,0,0,0,1,1,0,0,0
33015,0,0,0,0,0,0,1,0
33016,0,0,0,1,0,0,0,0
33017,0,0,0,0,1,1,0,0
33022,0,0,0,1,0,0,0,0
33023,0,0,0,1,1,0,0,0
33024,0,0,0,0,0,0,1,0
33027,0,1,0,0,0,0,1,0
33030,0,0,0,1,0,0,0,0
33031,0,0,1,1,0,0,1,0
33032,0,0,0,1,0,0,0,0
33034,0,0,0,0,1,0,0,0
33037,0,0,0,1,0,0,1,0
33039,0,0,0,1,0,0,0,0
33042,0,0,0,1,0,0,0,0
33043,0,0,0,1,0,0,0,0
33045,0,0,1,0,1,0,0,0
33046,1,0,0,0,0,1,0,0
33047,0,0,0,1,1,0,0,0
33048,0,0,0,1,0,0,1,0
33051,1,1,0,0,1,1,0,0
33052,0,1,0,1,1,0,0,0
33053,0,0,0,0,0,0,1,0
33059,0,0,0,0,1,0,0,0
33060,0,1,0,1,0,1,0,0
33062,0,1,0,0,0,0,1,0
33063,0,1,0,0,1,1,0,0
33065,0,0,0,0,1,0,0,0
33066,0,1,0,0,0,0,1,0
33067,0,0,1,0,0,0,0,0
33070,0,0,1,0,1,0,0,0
33073,0,0,1,0,0,0,0,0
33074,0,0,0,0,1,0,0,0
33075,0,0,0,1,0,1,1,0
33076,0,0,0,1,1,0,0,0
33079,0,0,1,1,0,0,1,0
33081,0,1,0,0,0,0,0,0
33083,0,0,1,0,0,0,0,0
33085,0,0,0,0,1,0,0,0
33086,0,1,1,1,0,1,0,0
33087,0,0,0,1,0,0,0,0
33088,0,0,1,0,0,0,0,0
33090,0,1,0,1,1,0,0,0
33091,0,0,0,0,1,0,0,0
33093,0,0,1,1,0,0,1,0
33097,0,0,0,0,1,0,1,0
33098,0,1,0,1,0,0,1,0
33099,0,0,1,0,0,0,0,0
33100,0,0,0,0,1,0,0,0
33103,0,0,1,0,0,0,0,0
33106,0,0,0,1,0,0,0,0
33107,1,1,0,0,0,1,1,0
33108,0,0,0,1,0,0,0,0
33109,0,0,0,1,1,0,0,0
33110,0,0,0,1,0,0,0,0
33114,0,0,0,0,1,0,0,0
33119,0,0,0,1,0,0,1,0
33120,0,1,0,1,0,0,0,0
33121,0,1,0,0,0,0,0,0
33122,0,0,0,0,1,0,0,0
33124,0,0,0,1,1,0,1,0
33125,0,0,1,0,0,0,0,0
33126,0,0,0,0,1,0,0,0
33127,0,1,1,1,1,0,1,0
33131,1,1,0,0,0,0,0,0
33132,0,1,0,0,1,0,0,0
33134,1,0,0,1,1,1,1,0
33136,0,0,0,0,1,0,0,0
33137,0,1,0,1,0,1,0,0
33139,0,0,0,0,1,0,0,0
33144,0,0,0,1,0,0,1,0
33145,0,0,0,0,1,0,0,0
33147,1,1,0,0,0,1,0,0
33150,0,0,0,0,1,0,1,0
33151,0,0,0,1,0,0,0,0
33152,0,1,0,1,1,1,0,0
33153,0,0,0,0,1,0,0,0
33155,0,0,0,0,0,0,1,0
33157,1,1,0,0,1,0,1,0
33160,0,0,1,1,0,0,0,0
33161,0,0,1,0,1,0,0,0
33166,0,0,0,0,1,0,1,0
33167,0,0,0,1,0,0,0,0
33168,0,0,0,0,0,0,1,0
33170,1,0,0,1,0,0,0,0
33172,0,1,0,0,1,0,0,1
33173,0,0,0,0,0,0,0,1
33174,1,0,0,1,0,0,0,0
33177,0,0,0,1,0,0,0,1
33178,0,0,0,0,1,0,0,0
33179,0,0,1,1,1,1,1,0
33183,0,0,0,0,1,0,0,0
33186,0,0,0,0,0,1,0,0
33189,0,0,0,1,1,1,1,0
33191,0,1,0,0,1,1,0,0
33193,0,0,0,1,0,0,0,0
33199,0,0,0,1,0,0,0,0
33201,0,1,0,0,0,0,0,0
33202,0,0,1,0,0,0,0,0
33203,0,0,0,0,1,0,0,0
33204,0,0,0,0,1,0,0,0
33205,0,0,0,1,1,0,0,0
33206,1,1,0,1,0,1,1,0
33209,0,0,0,1,0,0,0,0
33210,0,0,0,0,1,0,0,0
33213,0,0,0,0,0,0,1,0
33223,0,1,0,1,1,1,0,0
33225,0,0,0,0,1,0,0,0
33234,0,1,0,0,0,0,1,0
33235,0,0,0,1,0,0,0,0
33239,1,0,0,0,1,0,0,0
33240,0,0,1,1,1,0,1,0
33241,0,0,1,0,0,0,0,0
33242,0,0,0,0,0,1,1,0
33243,0,0,0,1,1,0,0,0
33245,1,0,0,1,0,0,0,0
33246,0,0,0,1,0,0,0,0
33247,0,0,0,1,0,0,1,0
33250,0,0,1,0,1,0,0,0
33251,0,0,0,0,1,0,1,0
33252,0,1,0,1,1,0,1,0
33254,0,0,0,0,1,0,0,0
33255,0,0,0,1,1,0,0,0
33257,0,0,1,1,0,0,1,0
33258,1,0,0,0,0,1,1,0
33264,0,0,0,1,0,0,0,0
33268,0,0,0,1,1,0,0,0
33269,0,0,0,0,0,0,1,0
33270,0,0,1,0,0,0,0,0
33271,0,0,0,1,0,0,0,0
33272,0,0,0,0,1,0,0,0
33273,0,0,1,1,1,0,0,0
33274,0,1,0,1,0,1,0,0
33275,1,0,0,0,0,1,0,0
33279,0,0,0,1,1,0,0,0
33282,0,0,0,0,0,1,0,0
33283,1,0,0,0,1,0,0,0
33290,0,1,0,1,0,0,0,0
33291,0,0,1,0,1,0,0,0
33292,0,0,0,1,0,1,1,0
33295,0,0,0,1,0,1,0,0
33297,0,1,0,1,1,0,0,0
33299,0,1,0,0,0,0,1,0
33300,0,0,0,1,0,0,1,0
33301,0,1,0,0,0,1,0,0
33302,0,0,1,1,0,0,0,0
33303,0,1,0,1,1,0,1,0
33305,1,0,0,1,0,0,0,0
33307,1,1,0,1,0,0,0,1
33309,0,0,1,0,0,0,0,0
33310,1,1,0,1,0,1,0,0
33313,0,0,0,1,1,1,0,0
33315,0,0,0,1,0,0,0,0
33320,0,0,0,0,1,0,0,0
33323,0,0,0,1,0,0,0,0
33324,0,0,0,1,0,0,0,0
33326,0,1,0,1,0,1,0,0
33328,0,0,0,1,1,0,0,0
33331,0,0,0,1,0,0,0,0
33335,0,0,0,1,0,0,0,0
33338,0,0,0,1,1,0,0,0
33340,0,1,0,0,1,0,0,0
33341,0,0,0,0,1,0,0,0
33344,0,0,0,1,1,0,1,0
33348,0,1,0,0,1,0,0,0
33349,0,0,0,0,1,0,0,0
33350,1,1,0,0,1,0,1,0
33353,0,0,1,0,1,0,1,0
33355,0,0,1,1,1,0,1,0
33356,0,1,1,1,1,1,1,0
33357,0,0,1,1,0,0,1,0
33361,0,1,0,0,1,1,0,0
33362,0,0,0,0,0,0,1,0
33363,0,0,0,1,1,0,0,0
33365,0,0,0,1,0,0,1,0
33366,0,0,0,0,1,0,0,0
33368,0,0,0,0,1,0,0,0
33369,0,1,0,1,0,0,0,0
33370,0,0,0,1,0,0,0,0
33371,0,1,0,1,1,0,1,0
33375,0,0,1,0,1,0,0,0
33377,0,0,0,1,1,0,0,0
33381,0,0,0,0,0,1,0,0
33382,0,0,0,0,1,0,0,0
33383,0,0,0,0,0,0,1,0
33387,0,0,0,1,1,0,0,0
33391,0,0,0,1,0,1,0,0
33392,0,0,0,1,0,0,1,0
33395,0,0,1,1,1,0,0,0
33396,0,0,1,1,0,1,1,0
33400,0,0,0,1,1,0,1,0
33401,0,0,0,1,0,0,1,0
33403,0,0,0,1,0,0,0,0
33404,0,0,0,1,1,0,0,0
33406,0,0,0,0,0,0,1,0
33409,0,0,0,1,0,0,0,0
33411,0,0,0,1,0,0,0,0
33412,1,0,0,1,0,0,0,0
33414,0,1,0,0,1,0,0,0
33415,0,0,0,0,0,0,1,0
