,Spark,React,.NET Core,Firebase,AngularJS,Node.js,Hadoop,Cordova,Xamarin
16225,0,1,0,0,0,0,0,0,0
16227,0,0,1,0,0,0,0,0,0
16228,0,0,0,0,0,1,0,0,0
16229,0,0,0,0,0,1,0,0,0
16232,0,0,1,0,0,0,0,0,0
16233,0,1,0,0,0,0,0,0,0
16234,0,1,0,0,1,1,0,0,0
16237,0,0,0,0,1,0,0,0,0
16238,0,0,0,0,0,1,0,0,0
16239,0,0,0,0,1,0,0,0,0
16241,0,0,0,0,0,1,0,0,0
16242,0,1,0,0,0,1,0,0,0
16245,0,1,0,0,0,0,0,0,0
16246,0,0,0,0,1,0,0,0,0
16254,0,0,0,0,0,0,0,0,1
16256,0,0,0,0,1,0,0,0,0
16260,0,0,1,0,0,1,0,0,1
16262,0,0,0,1,1,1,0,1,0
16263,0,1,0,0,1,1,0,0,0
16265,0,0,0,0,1,1,0,0,0
16269,0,0,0,0,1,1,0,0,0
16272,0,1,0,1,0,1,0,0,0
16274,0,0,1,0,0,0,0,0,0
16278,0,0,1,0,0,0,0,0,0
16282,0,0,0,0,1,1,0,0,0
16283,0,0,0,0,0,1,0,0,0
16289,0,0,1,0,1,1,0,0,0
16290,0,0,1,0,1,0,0,0,0
16292,0,0,1,0,0,0,0,0,0
16301,0,0,1,0,0,0,0,0,0
16304,0,0,0,0,1,1,0,0,1
16307,0,1,0,0,0,1,0,0,0
16308,0,0,1,0,0,0,0,0,0
16311,0,0,1,1,0,1,0,0,0
16322,0,1,0,1,1,1,0,0,0
16323,0,0,1,0,0,0,0,0,1
16324,0,0,1,0,1,1,0,0,0
16325,0,0,1,0,0,0,0,0,0
16326,0,0,1,0,1,1,0,0,0
16327,0,0,0,0,1,1,0,0,0
16330,0,0,1,0,0,1,0,0,1
16332,0,0,0,0,1,1,0,0,0
16333,0,0,1,1,1,1,0,0,1
16335,0,1,0,0,1,1,0,0,0
16336,0,0,0,0,1,0,0,0,0
16351,0,0,1,0,1,1,0,0,0
16358,0,1,0,1,0,0,0,0,0
16359,0,0,0,0,1,1,0,1,0
16360,1,1,0,0,1,1,1,0,0
16365,0,1,0,0,0,1,0,0,0
16367,0,0,0,0,1,1,0,0,0
16370,0,0,0,0,1,1,0,0,0
16374,1,0,0,0,0,0,0,0,0
16375,0,0,0,0,1,0,0,0,0
16379,0,0,0,0,1,1,0,0,0
16380,0,1,0,0,0,1,0,0,0
16387,0,0,0,0,0,1,0,0,0
16388,0,0,0,1,0,0,0,0,0
16396,0,0,1,0,0,0,0,0,0
16397,0,0,0,1,1,0,0,0,0
16401,0,0,0,0,0,1,0,0,0
16402,0,0,1,0,1,0,0,1,0
16404,0,0,0,0,0,1,0,0,0
16406,0,0,0,1,0,1,0,0,0
16410,0,0,0,0,0,1,0,0,0
16413,0,0,1,0,0,0,0,0,0
16415,1,0,0,0,0,0,1,0,0
16417,0,1,0,0,0,0,0,0,0
16418,0,1,0,0,0,1,0,0,0
16419,0,1,0,1,1,1,0,0,0
16428,0,0,0,0,0,1,0,0,0
16434,0,0,0,0,0,0,0,0,1
16436,0,1,0,0,0,0,0,0,0
16439,0,1,1,0,1,1,0,0,0
16440,0,1,1,0,0,1,0,0,1
16444,0,0,0,0,1,1,0,0,0
16445,0,0,1,0,0,1,0,0,0
16446,0,0,0,0,1,1,0,0,0
16447,0,0,1,0,0,0,0,0,0
16450,0,0,1,0,1,1,0,0,0
16451,0,0,0,0,0,1,0,0,0
16453,0,0,0,0,1,1,0,0,0
16458,1,0,0,0,1,0,0,0,0
16461,0,0,0,0,0,0,0,1,0
16467,0,0,1,0,0,0,0,0,0
16470,0,0,0,0,1,1,0,0,0
16476,1,0,0,0,1,0,1,0,0
16479,0,1,0,1,1,1,0,0,0
16480,0,0,0,0,1,1,0,0,0
16484,0,0,0,0,1,1,0,0,0
16487,0,1,0,0,0,0,0,0,0
16494,0,0,0,0,1,1,0,0,1
16496,0,1,1,0,1,0,0,0,0
16497,0,0,0,1,0,0,0,0,0
16499,0,0,0,0,0,1,0,0,0
16500,0,0,0,0,1,0,0,1,0
16505,1,0,0,0,0,0,0,0,0
16506,0,1,0,0,0,1,0,0,0
16507,0,0,0,1,0,1,0,0,0
16512,0,0,0,0,0,0,0,1,0
16516,0,0,1,0,0,0,0,0,0
16520,0,1,0,0,1,1,0,0,0
16523,0,0,0,1,1,0,0,0,0
16529,0,0,0,0,1,0,0,0,0
16535,0,0,0,0,1,0,0,0,0
16538,0,0,0,0,1,1,0,1,0
16544,0,1,0,1,1,1,0,0,0
16545,0,0,1,0,0,0,0,0,0
16546,0,1,0,0,0,1,0,0,0
16547,0,0,1,0,0,1,0,0,0
16552,0,0,0,0,0,1,0,0,0
16554,0,0,0,0,1,1,0,0,0
16557,0,0,0,0,0,1,0,0,0
16559,0,0,0,0,0,1,0,0,0
16561,0,1,0,0,1,1,0,0,0
16566,0,0,0,0,0,1,0,0,0
16568,0,1,1,0,1,1,0,0,0
16569,0,1,0,0,0,1,0,0,0
16570,0,0,0,0,1,1,0,0,0
16571,0,0,1,0,1,1,0,0,0
16573,0,0,0,0,0,0,0,0,1
16577,1,0,0,0,0,1,1,0,0
16581,0,0,0,0,1,1,0,0,0
16585,0,0,0,1,0,0,0,0,0
16586,0,0,1,0,0,0,0,0,1
16587,0,0,1,0,0,1,0,0,1
16589,0,1,0,0,1,1,0,0,0
16590,0,1,1,0,0,1,0,0,0
16592,0,0,1,0,0,0,0,0,0
16595,0,0,1,1,0,0,0,0,0
16596,0,1,0,0,0,1,0,0,0
16597,0,1,1,0,0,1,0,0,0
16603,0,0,0,0,1,0,0,0,0
16606,1,1,1,0,1,0,0,0,0
16608,0,1,0,0,0,1,0,0,0
16609,0,0,0,0,0,1,0,0,0
16616,0,0,0,0,1,1,0,0,0
16618,0,0,0,0,0,0,1,0,0
16619,0,0,0,0,1,0,0,0,0
16624,0,0,1,0,0,0,1,0,0
16625,0,0,0,0,0,1,0,0,0
16629,0,1,0,0,1,1,0,0,0
16630,0,0,0,0,0,1,0,1,0
16632,0,0,0,1,0,0,0,0,1
16633,0,0,0,0,1,1,0,0,0
16634,0,0,1,0,0,0,0,0,0
16636,0,0,1,0,0,0,0,0,0
16637,0,0,1,0,0,0,0,0,0
16641,0,0,0,0,1,0,0,0,0
16646,0,0,1,0,0,0,0,0,0
16648,0,0,0,0,0,1,0,0,0
16649,0,1,0,0,0,0,0,0,0
16651,0,1,0,0,0,1,0,0,0
16652,0,0,1,0,0,0,0,0,0
16654,0,0,1,0,1,0,0,0,0
16655,0,0,0,0,1,1,0,0,1
16656,0,0,0,0,1,1,0,1,0
16661,0,0,0,0,1,1,0,0,0
16662,1,0,0,1,0,0,1,0,0
16665,0,0,0,1,0,0,0,0,0
16668,0,0,1,0,0,0,0,0,0
16669,0,1,0,0,1,1,0,1,0
16672,0,0,1,0,0,0,0,0,0
16673,0,0,1,0,0,0,0,0,1
16679,0,0,0,1,0,0,0,0,0
16680,0,0,0,0,0,1,0,0,0
16682,0,0,1,0,0,0,0,1,0
16706,0,0,1,0,0,0,0,0,0
16708,0,0,0,0,1,0,0,0,0
16711,0,0,0,0,1,0,0,0,0
16713,0,0,0,0,1,0,0,0,0
16715,0,0,1,0,0,1,0,0,0
16716,0,0,0,0,0,1,0,0,0
16719,0,0,1,0,1,1,0,0,0
16723,1,0,0,0,1,0,0,0,0
16725,0,0,0,1,0,0,0,0,0
16726,0,0,0,0,0,0,0,1,0
16730,0,0,1,0,1,0,0,0,1
16732,0,0,0,0,0,1,0,0,0
16733,0,0,1,0,0,0,0,0,0
16734,0,0,0,0,0,1,0,0,0
16735,0,0,1,0,0,1,0,0,0
16736,0,0,1,0,1,0,0,0,0
16737,0,1,0,0,0,0,0,0,0
16738,0,0,0,0,1,0,0,1,0
16739,1,0,0,0,1,0,0,0,0
16740,0,0,1,0,0,0,0,0,0
16742,0,0,0,1,1,1,0,1,0
16743,0,0,0,0,1,0,0,0,0
16748,0,0,1,0,1,1,0,0,0
16749,0,0,0,0,0,0,1,0,0
16750,0,0,1,0,0,0,0,0,0
16751,1,0,0,0,0,0,1,1,0
16752,0,0,1,0,1,0,0,1,0
16753,0,0,0,0,1,0,0,1,0
16754,1,1,0,0,1,1,1,0,0
16755,0,0,0,1,0,0,0,0,0
16756,0,0,0,0,1,0,0,0,0
16757,0,0,1,0,0,1,0,0,1
16758,0,0,0,0,0,1,0,0,0
16761,0,0,0,0,1,1,0,0,0
16767,0,1,1,0,0,0,0,0,0
16770,0,0,0,0,1,1,0,0,0
16771,1,1,0,0,0,1,0,0,0
16774,0,0,1,0,0,0,0,0,0
16775,0,0,0,0,1,0,0,0,0
16780,0,0,1,0,1,1,0,0,1
16782,0,0,0,0,1,0,0,0,0
16786,0,0,1,0,0,0,0,0,0
16788,0,1,1,0,1,1,0,0,1
16792,0,0,0,0,1,0,0,0,0
16793,0,0,1,0,0,0,0,0,0
16795,0,0,1,0,0,0,0,0,0
16799,0,0,0,0,1,1,0,0,0
16801,0,0,0,0,0,1,0,0,0
16804,0,0,0,1,0,0,0,0,0
16807,0,0,0,0,0,1,0,0,0
16809,0,0,1,0,0,0,0,0,0
16810,0,0,0,1,1,1,0,1,0
16812,0,0,0,0,1,1,0,0,0
16815,0,0,0,0,0,1,0,0,0
16818,0,1,0,0,0,0,0,0,0
16820,0,0,0,0,1,0,0,0,0
16821,0,0,1,0,1,0,0,0,0
16822,0,0,1,0,0,0,0,0,0
16823,0,0,0,1,0,0,0,0,0
16824,0,0,0,0,0,1,0,0,0
16826,0,1,0,0,0,0,0,0,1
16829,0,0,0,0,1,0,0,0,0
16830,0,0,1,0,0,0,0,0,0
16835,0,0,0,0,0,1,0,0,0
16836,0,0,0,0,0,1,1,0,0
16841,0,0,1,0,0,0,0,0,0
16842,0,0,1,0,1,0,0,0,0
16851,0,0,1,0,0,0,0,0,0
16854,0,0,1,0,0,0,0,0,0
16855,0,1,0,0,1,1,0,0,0
16860,0,1,0,0,0,1,0,0,0
16866,0,0,0,0,1,0,0,0,0
16867,0,0,0,0,0,0,0,1,0
16868,0,0,0,1,1,1,0,0,0
16870,0,0,0,0,1,0,0,0,0
16873,0,0,1,0,0,0,0,0,0
16881,0,0,1,0,1,0,0,0,1
16883,0,0,0,0,1,0,1,0,0
16889,0,0,1,0,1,1,0,0,0
16890,0,0,0,0,1,0,0,1,0
16894,0,0,0,0,1,0,0,0,0
16897,0,0,1,0,0,0,0,0,0
16898,0,0,0,0,0,0,1,0,0
16900,0,0,0,0,0,1,0,0,0
16902,0,0,0,0,1,0,0,0,0
16905,0,0,0,0,0,1,0,0,0
16907,0,0,0,0,0,0,0,0,1
16908,0,0,0,0,0,1,0,1,0
16911,0,0,0,0,1,1,0,0,0
16914,0,0,0,0,1,1,0,0,0
16918,0,0,0,0,1,1,0,0,0
16920,0,0,1,0,1,0,0,1,0
16924,0,1,0,0,1,1,0,1,0
16937,0,0,0,0,0,1,0,0,0
16939,0,0,1,0,0,0,1,0,0
16942,0,0,1,0,0,0,0,0,0
16944,0,0,0,0,1,1,0,0,0
16950,0,0,0,0,0,1,0,0,0
16951,0,0,1,0,0,0,0,0,0
16952,0,0,1,0,0,0,0,0,0
16953,0,0,0,0,0,0,0,1,0
16958,0,0,0,0,1,1,0,1,1
16961,0,0,0,0,0,0,0,0,1
16962,0,0,0,1,1,1,0,1,0
16963,0,0,0,1,0,0,0,0,0
16964,0,0,0,0,1,0,0,0,0
16968,0,0,0,1,0,0,0,0,0
16976,0,0,1,0,0,0,0,0,0
16978,0,0,0,0,1,0,0,1,1
16979,0,0,1,0,1,0,0,0,1
16980,0,0,0,1,1,0,0,0,0
16981,0,0,0,0,0,1,0,0,0
16982,0,0,0,0,1,1,0,0,0
16983,0,0,1,0,1,0,0,0,0
16986,0,0,1,0,0,0,0,0,0
16987,0,0,0,0,1,1,0,0,0
16992,0,0,0,0,0,1,0,0,0
16994,0,0,0,0,1,0,0,0,0
16995,0,0,1,0,0,0,0,0,0
16997,0,0,0,0,1,1,0,0,0
16999,0,0,1,0,0,0,0,0,0
17000,0,0,1,0,0,0,0,0,0
17003,1,0,0,0,0,1,1,0,0
17005,0,0,0,0,0,0,1,0,0
17006,0,0,0,0,0,1,0,0,0
17007,0,0,0,0,0,1,0,0,0
17009,0,0,1,0,0,0,0,0,0
17010,0,1,0,0,1,1,0,0,0
17011,0,1,0,1,0,0,0,0,0
17014,0,0,0,0,1,0,0,0,0
17015,0,0,1,0,1,0,0,0,1
17016,0,0,0,0,0,1,0,0,0
17017,0,0,0,0,1,1,0,0,0
17018,0,0,1,0,1,1,0,0,0
17027,0,1,1,0,1,1,0,0,1
17028,0,0,0,1,0,0,0,0,0
17030,0,0,1,0,0,0,0,0,0
17032,0,1,0,0,0,1,0,0,0
17039,0,0,0,0,1,0,0,0,0
17051,0,1,0,0,0,1,0,0,0
17056,0,0,0,0,1,1,0,0,0
17058,0,0,0,0,0,1,0,0,0
17061,0,1,0,0,0,1,0,0,0
17065,0,0,0,0,1,1,0,1,0
17067,0,0,1,0,0,0,0,0,0
17068,0,0,0,0,1,1,0,0,0
17069,0,0,1,0,0,0,0,0,0
17075,0,0,1,0,0,0,0,0,0
17076,0,0,1,0,0,0,0,0,0
17077,0,0,1,0,0,1,0,0,1
17078,0,0,0,1,0,0,0,0,0
17082,0,0,0,0,1,1,0,0,0
17086,0,0,1,0,0,0,0,0,1
17089,0,0,1,0,1,0,0,0,0
17093,0,0,1,0,0,0,0,0,0
17094,0,0,0,1,0,0,0,0,0
17096,0,1,0,0,0,1,0,0,0
17097,0,1,0,0,0,0,0,0,0
17099,0,0,0,0,0,1,1,0,0
17101,0,1,0,0,0,1,0,0,0
17102,0,0,0,0,1,1,0,0,0
17104,0,0,0,0,1,0,0,0,0
17105,0,0,0,0,1,0,0,0,0
17107,0,1,0,0,1,1,0,0,0
17109,0,0,1,0,0,1,0,0,0
17111,0,1,0,0,1,1,0,0,0
17112,0,0,0,1,0,0,0,1,0
17114,0,1,0,0,0,0,0,0,0
17115,0,0,0,0,0,1,0,0,0
17119,0,0,1,0,0,0,0,0,0
17123,0,1,0,0,0,0,0,0,0
17124,0,0,0,0,1,0,0,0,0
17126,0,0,1,0,0,0,0,0,0
17133,0,0,0,0,0,1,0,0,0
17135,0,0,1,0,1,0,0,0,1
17137,0,0,0,0,1,0,0,0,0
17139,0,0,1,0,0,0,0,0,0
17140,0,0,0,0,1,0,0,0,0
17141,0,0,1,0,1,0,0,0,0
17144,0,0,0,1,0,1,0,0,0
17146,0,0,1,0,0,0,0,0,0
17151,0,0,0,0,1,1,0,1,0
17155,0,0,1,0,1,1,0,0,0
17156,0,0,1,0,0,0,0,0,0
17160,0,1,0,0,0,0,0,0,0
17163,0,0,0,0,1,1,0,0,0
17165,0,0,0,0,0,1,0,0,0
17166,1,0,0,0,0,0,1,0,0
17169,0,0,0,0,1,1,0,0,0
17172,0,1,0,0,0,0,0,0,0
17179,0,0,1,0,0,0,0,0,0
17182,0,0,0,0,0,1,0,1,0
17192,0,0,0,0,0,1,0,0,0
17197,0,0,0,0,0,1,0,0,0
17200,0,1,0,0,1,1,0,0,0
17202,0,0,1,0,0,0,0,0,0
17207,0,0,0,0,1,0,0,1,0
17208,0,0,0,0,0,0,1,0,0
17209,0,0,1,0,0,0,0,0,0
17212,0,1,1,0,1,1,0,0,0
17213,0,0,1,0,0,0,0,0,0
17215,0,0,0,0,1,1,0,0,0
17216,0,1,0,0,1,1,0,0,0
17221,0,0,0,0,1,1,0,0,0
17222,0,0,0,0,1,0,0,0,0
17224,0,0,0,0,1,1,0,0,0
17227,0,0,0,0,0,0,0,1,0
17230,0,1,0,0,0,0,0,0,0
17232,0,0,0,0,1,1,0,0,0
17233,0,0,0,0,1,0,0,0,0
17234,0,0,0,0,1,1,0,1,0
17235,0,0,0,0,1,0,0,0,0
17236,0,0,0,0,1,0,0,0,0
17238,0,0,0,0,1,1,0,0,0
17240,0,0,1,0,0,1,0,0,0
17241,0,0,0,0,1,0,0,0,0
17242,0,1,0,1,1,1,0,0,0
17243,0,0,1,0,0,1,0,0,0
17247,0,0,0,0,0,1,0,0,0
17250,0,1,0,0,0,0,0,0,0
17252,0,0,0,0,1,0,0,0,0
17257,1,0,0,0,0,0,0,1,0
17264,0,0,0,0,1,0,0,0,0
17266,0,0,0,0,1,1,0,0,0
17267,0,1,0,1,1,1,0,0,0
17268,0,0,1,0,0,0,0,0,0
17269,0,1,0,0,0,0,0,0,0
17272,0,0,0,0,1,0,0,0,0
17274,1,0,1,0,0,1,0,0,1
17283,0,0,0,0,0,1,1,0,0
17284,0,1,0,0,0,1,0,0,0
17286,0,1,0,0,0,0,0,0,0
17296,0,0,0,1,0,0,0,0,0
17297,0,0,0,0,0,1,0,0,1
17298,0,0,1,0,1,1,0,1,1
17302,0,0,0,0,0,1,0,0,0
17308,0,1,0,0,0,1,0,0,0
17312,0,1,0,0,0,1,0,0,0
17316,0,0,0,0,0,1,0,0,0
17318,0,0,0,0,1,0,0,0,0
17321,0,0,1,0,0,0,0,0,0
17323,0,0,0,0,0,1,0,0,0
17325,0,1,0,0,0,1,0,0,0
17326,0,0,0,0,0,1,0,0,0
17329,0,1,0,0,1,1,0,0,1
17334,0,0,0,0,1,0,0,0,0
17336,0,1,0,0,1,1,0,0,0
17339,0,0,1,0,0,0,0,0,0
17341,0,0,1,0,1,0,0,0,0
17342,1,0,0,0,0,0,0,0,0
17343,0,0,1,1,0,1,1,1,1
17344,0,0,1,0,1,1,0,0,0
17348,0,1,0,0,1,1,0,0,0
17352,0,0,0,0,1,0,0,0,0
17353,0,0,0,0,0,1,0,1,0
17355,0,0,0,0,0,1,0,1,0
17360,0,0,0,0,0,1,0,0,0
17367,0,0,1,0,0,0,0,0,0
17368,0,0,1,0,0,0,0,0,0
17369,0,0,0,0,0,1,0,0,0
17370,0,0,1,0,1,0,0,0,0
17380,0,0,0,0,0,1,0,0,0
17382,0,1,0,0,0,1,0,0,0
17392,0,0,0,0,0,0,1,0,0
17393,0,0,0,0,0,1,0,0,0
17394,1,0,0,0,0,0,0,0,0
17395,0,0,0,0,0,1,0,1,0
17396,0,0,0,0,1,1,0,0,0
17398,0,0,0,0,1,1,0,0,0
17400,0,0,0,0,1,0,0,1,0
17404,0,0,0,0,1,0,0,0,0
17405,0,0,0,1,0,0,0,0,1
17406,0,0,0,0,1,0,0,0,0
17407,0,0,0,0,1,0,0,1,0
17412,0,0,1,0,0,0,0,0,0
17417,0,0,1,0,0,0,0,0,0
17424,0,0,0,0,1,1,0,1,0
17425,0,1,0,0,0,1,0,0,0
17427,0,0,0,0,0,1,0,0,0
17428,0,1,0,0,0,1,0,0,0
17429,0,0,0,0,1,1,0,0,0
17433,1,0,0,0,0,0,1,0,0
17434,0,0,1,0,1,0,0,0,0
17437,0,0,1,0,0,1,0,0,0
17438,0,0,0,0,0,1,0,0,0
17441,0,0,0,0,0,1,0,0,0
17444,0,0,0,0,0,1,0,0,0
17449,0,0,0,0,1,0,0,0,0
17450,0,1,0,0,1,1,0,0,0
17451,0,1,0,0,1,0,0,0,0
17455,0,0,1,0,0,1,0,0,0
17456,0,0,0,0,1,0,0,0,0
17464,0,0,1,0,0,0,0,0,0
17465,0,1,0,0,1,1,1,0,0
17466,0,0,0,0,1,1,0,0,0
17468,0,1,0,0,1,1,0,0,0
17471,0,0,0,0,0,1,0,0,0
17474,0,0,0,0,1,0,0,0,0
17480,0,1,0,0,1,1,0,0,0
17481,0,0,1,0,0,0,0,0,0
17484,0,0,1,0,0,0,0,0,0
17487,0,1,1,0,1,1,0,0,0
17488,0,0,1,0,0,0,0,0,0
17489,0,0,0,1,0,0,0,0,0
17490,0,0,0,0,0,1,0,0,0
17493,0,0,1,0,1,0,0,0,0
17494,0,0,1,0,1,0,0,0,0
17497,0,0,1,0,0,0,0,0,0
17498,0,1,0,1,1,1,1,0,0
17499,0,1,0,0,1,0,1,1,0
17501,0,1,0,0,1,1,0,0,0
17502,0,0,1,0,1,0,0,0,1
17506,0,1,0,0,0,0,0,0,0
17508,0,0,1,1,0,1,0,0,1
17512,0,1,1,0,0,1,0,1,0
17514,0,1,0,0,0,1,0,1,1
17523,0,0,1,0,0,0,0,0,0
17524,0,0,0,0,0,1,0,0,0
17526,0,0,1,0,0,0,0,0,0
17529,0,0,0,0,1,0,0,1,0
17539,0,0,1,0,0,0,0,0,0
17545,0,0,0,0,0,0,0,1,1
17551,0,1,0,0,0,0,0,0,0
17554,0,0,1,0,0,1,0,0,0
17556,0,0,1,0,0,0,0,0,0
17561,0,0,0,0,1,0,0,0,0
17564,1,1,0,0,1,1,0,0,0
17566,0,0,1,0,0,0,0,0,0
17568,0,0,0,0,0,1,0,0,0
17569,0,0,0,0,1,1,0,1,0
17577,0,0,1,1,0,0,0,0,0
17579,0,0,0,0,1,0,0,0,0
17580,0,0,0,0,1,1,0,1,0
17581,0,0,1,0,0,0,0,0,0
17583,0,1,0,0,0,0,0,0,0
17585,0,0,0,0,1,0,0,0,0
17588,1,0,0,0,0,0,1,0,0
17591,0,0,0,0,0,0,0,0,1
17592,0,1,0,0,0,0,0,0,0
17593,0,0,0,1,0,0,0,0,0
17595,0,0,0,0,1,1,0,0,0
17596,0,0,1,0,0,0,0,0,0
17597,0,0,1,0,0,0,0,0,0
17602,0,0,1,0,0,0,0,0,0
17603,0,0,1,0,0,1,0,0,0
17608,0,1,1,0,1,1,0,1,1
17609,0,0,0,0,1,0,0,0,0
17613,0,1,0,0,1,0,0,0,0
17615,0,0,1,0,1,1,0,0,0
17617,1,0,0,0,0,0,1,0,0
17621,0,0,1,0,1,1,0,0,0
17625,1,0,0,0,1,1,1,0,0
17627,0,0,1,0,0,1,0,0,0
17629,0,0,0,0,1,1,0,0,0
17631,0,0,1,0,0,0,0,0,1
17635,0,0,1,0,0,1,0,0,0
17644,0,0,1,0,1,1,0,1,1
17645,0,0,1,1,0,0,0,0,1
17649,0,0,1,0,1,1,0,0,1
17650,0,0,1,0,1,0,0,0,0
17651,0,1,0,0,0,0,0,0,0
17653,1,0,0,0,0,0,1,0,0
17661,0,0,0,0,1,1,0,0,0
17664,0,1,0,0,0,1,0,0,0
17665,0,0,0,0,0,1,0,0,0
17666,0,0,1,0,0,0,0,0,0
17673,0,0,0,1,0,1,0,0,0
17675,1,0,0,0,0,0,0,0,0
17677,0,0,1,0,1,1,0,0,0
17679,0,0,0,0,1,0,0,1,0
17681,0,1,0,0,1,1,0,0,0
17682,0,0,0,0,0,1,0,0,0
17687,0,1,0,0,0,1,0,0,0
17690,0,0,0,1,1,1,0,1,0
17693,0,1,0,0,1,1,0,0,0
17694,0,0,0,0,1,0,0,0,0
17695,0,0,1,0,1,1,0,0,0
17696,0,0,0,0,1,1,0,0,0
17699,0,0,0,0,0,1,0,0,0
17702,0,0,0,0,0,1,0,0,0
17703,0,1,1,1,1,1,0,1,1
17705,0,1,0,0,0,1,0,0,0
17710,0,1,0,0,1,0,0,0,0
17715,0,0,0,0,0,0,0,0,1
17721,0,1,1,0,0,1,0,0,0
17724,0,0,0,0,1,1,0,0,0
17725,0,0,1,0,0,0,0,0,0
17728,1,0,0,0,0,1,1,0,0
17729,0,1,0,0,1,1,0,0,0
17731,0,0,1,0,0,0,0,0,0
17735,0,0,1,0,1,1,0,0,0
17736,0,0,0,1,1,1,0,0,0
17738,0,0,0,1,1,0,0,1,0
17740,0,0,0,0,0,1,0,0,0
17741,0,0,0,0,1,1,0,0,0
17746,0,0,1,0,0,0,0,0,0
17747,0,1,0,0,0,1,0,0,0
17748,0,1,0,1,1,1,0,0,0
17749,0,0,0,1,1,1,0,0,0
17750,0,0,0,1,0,0,0,1,0
17752,0,0,0,0,1,1,0,0,0
17754,0,0,0,0,1,0,0,0,0
17761,0,0,1,0,0,1,0,0,1
17764,0,1,0,0,1,1,0,1,0
17765,0,0,0,1,0,1,1,0,0
17766,0,1,0,1,0,1,0,0,0
17768,0,0,0,1,1,1,0,0,0
17769,0,0,0,0,1,1,0,0,0
17771,0,0,0,0,0,1,0,0,0
17773,0,0,0,0,0,1,0,0,0
17776,0,0,1,0,0,0,0,0,0
17784,0,1,0,0,1,1,0,0,0
17786,0,0,0,0,1,0,0,0,0
17787,0,0,1,0,0,0,0,0,1
17788,0,0,0,1,1,1,0,1,0
17789,0,0,0,0,1,1,0,0,0
17791,0,1,0,0,0,0,0,1,0
17792,0,1,0,0,1,1,0,0,0
17793,0,0,0,0,1,1,0,1,0
17794,0,0,0,0,0,1,0,0,0
17795,0,1,0,1,1,1,0,1,0
17796,0,1,0,0,1,1,0,0,0
17799,0,1,0,0,0,0,0,0,0
17800,0,1,0,1,1,1,0,0,0
17801,0,0,1,0,0,0,0,0,0
17807,0,0,0,0,1,0,0,0,0
17814,0,0,0,1,1,0,0,0,0
17815,0,0,0,1,1,0,0,0,0
17818,0,0,0,0,1,0,0,0,0
17819,0,1,0,0,1,1,0,0,0
17824,0,0,0,0,0,1,0,0,0
17825,0,0,0,0,1,1,0,1,0
17826,0,0,0,0,1,0,0,0,0
17827,0,0,0,0,0,1,0,0,0
17828,0,0,0,0,1,1,0,1,0
17834,0,0,0,0,1,0,0,0,0
17837,0,0,1,0,1,1,0,0,1
17839,0,0,0,0,1,1,0,0,0
17843,0,0,1,0,0,0,0,0,0
17844,0,0,0,0,0,1,0,0,1
17845,0,0,1,0,0,0,0,1,1
17847,0,0,0,0,1,0,0,0,0
17848,0,0,0,0,0,1,0,0,0
17850,0,0,1,0,1,1,0,0,0
17856,0,0,0,1,0,1,0,0,0
17857,0,0,1,0,0,0,0,0,0
17860,0,0,0,0,1,0,0,0,0
17867,0,0,0,0,1,0,0,0,0
17871,0,0,0,0,1,0,0,1,0
17872,1,0,0,0,0,0,1,0,0
17873,0,0,0,0,1,1,0,0,0
17875,0,0,0,0,0,1,0,0,0
17877,0,0,0,1,1,1,0,0,0
17882,1,0,0,0,0,0,0,0,0
17883,0,0,0,1,0,0,0,0,0
17886,0,0,0,0,1,1,0,0,0
17888,0,0,0,0,0,1,0,0,0
17890,0,0,1,0,1,0,0,0,0
17891,0,1,0,0,0,1,0,0,0
17892,0,0,0,0,1,0,0,0,0
17895,0,0,1,0,1,0,0,0,0
17896,0,0,0,0,0,1,0,0,0
17897,0,0,1,0,1,0,0,0,0
17903,0,0,1,0,0,0,0,0,0
17904,0,0,1,0,0,0,0,0,1
17905,0,1,0,0,1,1,0,0,0
17907,0,1,0,0,0,1,0,0,0
17911,0,0,1,0,1,1,0,0,0
17913,0,0,0,1,0,1,0,0,0
17915,0,1,0,0,1,1,0,0,0
17919,0,0,0,0,0,1,0,0,0
17920,0,0,0,0,1,1,0,0,0
17923,0,1,1,0,0,0,0,0,0
17924,0,0,1,1,0,1,0,1,1
17928,0,1,0,0,0,1,0,0,0
17929,0,0,1,0,0,0,0,0,0
17930,0,0,0,0,0,0,0,1,0
17931,0,0,0,0,1,1,0,0,0
17934,0,1,0,0,1,0,0,0,0
17935,0,0,0,0,0,0,0,0,1
17937,0,1,0,0,0,1,0,0,0
17938,0,0,0,0,1,0,0,0,0
17942,0,0,1,0,0,0,0,0,0
17947,0,0,0,0,1,1,0,0,0
17955,0,1,0,0,0,1,0,0,0
17959,0,0,1,0,0,0,0,0,0
17962,0,0,0,0,1,0,0,1,0
17964,0,0,0,0,1,0,0,1,0
17967,1,0,0,0,0,0,0,0,0
17968,0,0,0,0,1,1,0,0,0
17972,0,0,0,1,1,1,0,0,0
17973,0,0,0,0,0,1,0,0,0
17975,0,1,0,0,0,0,0,0,0
17976,0,0,0,1,0,0,0,0,0
17977,0,0,0,0,1,1,0,0,0
17979,0,0,0,1,0,0,0,0,0
17980,0,0,0,0,1,0,0,0,0
