,Spark,React,.NET Core,Firebase,AngularJS,Node.js,Hadoop,Cordova,Xamarin
28114,0,0,0,0,1,1,0,0,0
28115,0,1,1,0,1,1,0,0,0
28119,1,0,0,0,0,0,1,0,0
28120,0,0,0,0,1,1,0,0,0
28121,0,0,1,0,0,0,0,0,0
28122,0,1,0,1,0,1,0,0,0
28132,0,0,0,0,1,0,0,0,0
28135,0,0,1,0,1,1,0,0,0
28137,0,0,1,0,0,0,0,0,0
28145,0,0,0,0,1,0,0,0,0
28149,0,0,1,0,0,0,0,0,0
28152,0,0,0,0,1,0,0,0,0
28153,0,1,0,0,0,0,0,0,0
28154,0,0,1,0,0,0,0,0,0
28156,0,0,1,0,0,0,0,0,0
28157,0,0,0,0,1,1,0,0,0
28161,0,1,0,0,1,1,1,1,1
28164,0,0,0,0,1,1,0,0,0
28167,0,1,1,0,0,1,0,0,1
28169,0,1,0,0,1,0,0,0,0
28171,0,0,0,0,1,1,0,0,0
28180,0,0,0,0,1,1,0,0,0
28183,0,0,1,0,1,1,0,0,0
28184,0,0,1,0,0,0,0,0,0
28190,0,0,0,0,0,1,0,0,0
28191,0,0,0,0,1,1,0,0,0
28194,0,0,0,0,1,0,0,0,0
28197,0,0,0,0,1,1,0,0,0
28206,0,0,0,0,0,0,0,1,0
28207,0,1,0,0,1,1,0,1,0
28208,0,1,0,1,0,1,0,0,0
28209,0,1,0,0,0,0,0,0,0
28210,0,0,0,0,1,1,0,0,0
28211,0,0,0,0,0,1,0,0,0
28212,0,0,0,0,0,1,0,0,0
28213,0,0,0,0,1,0,0,1,0
28215,0,0,0,0,0,1,0,0,0
28216,0,0,0,0,0,0,0,0,1
28217,0,1,0,0,1,1,0,0,1
28220,0,0,1,0,0,0,0,0,0
28222,0,0,1,0,0,0,0,0,0
28224,0,0,0,0,0,1,0,0,0
28226,0,0,1,0,0,0,0,0,0
28232,0,1,1,0,1,0,0,0,0
28234,0,1,0,0,0,1,0,0,0
28235,0,1,0,0,0,1,0,0,0
28237,0,0,1,0,0,0,0,0,0
28238,0,0,0,0,1,1,0,0,0
28239,0,0,1,0,0,0,0,0,0
28240,0,0,0,0,1,0,0,0,0
28243,0,0,0,0,1,1,0,0,0
28248,0,0,1,0,0,0,0,0,0
28251,0,0,0,0,0,0,0,1,0
28262,0,0,0,0,0,1,0,0,0
28266,0,0,0,1,0,0,0,0,0
28269,0,0,0,1,0,0,0,0,0
28270,1,0,0,0,0,0,0,0,0
28274,0,0,0,0,0,1,0,0,0
28278,1,0,0,0,1,0,1,0,0
28279,0,0,1,0,0,0,0,0,0
28280,0,1,0,0,0,1,0,0,0
28282,0,0,0,0,1,0,0,0,0
28283,0,1,0,0,0,1,0,0,0
28284,0,0,0,0,0,1,0,0,0
28285,0,0,1,0,1,1,0,0,0
28287,0,0,0,0,0,1,0,0,0
28288,0,0,1,0,1,1,0,1,0
28290,0,1,0,0,0,1,0,0,0
28292,0,1,0,0,0,0,0,0,0
28293,0,1,1,1,0,1,0,0,0
28295,0,1,0,0,0,0,0,0,0
28296,0,0,0,0,1,1,0,0,0
28301,0,0,0,0,1,0,0,0,0
28306,0,0,0,0,1,1,0,0,0
28307,0,0,0,1,0,1,0,0,0
28310,0,0,1,1,1,1,0,1,0
28317,0,0,1,0,0,0,0,0,0
28326,0,0,0,1,0,0,0,0,0
28327,0,0,0,0,0,0,0,1,0
28328,0,0,1,0,0,0,0,0,0
28330,0,0,0,0,1,1,0,1,0
28332,0,0,1,0,1,1,0,0,0
28340,0,0,0,0,1,0,0,0,0
28342,0,0,0,0,1,0,0,0,0
28346,0,0,0,0,0,1,0,0,0
28350,0,0,0,0,0,1,0,0,0
28351,0,0,0,0,1,1,0,1,0
28352,0,0,0,0,0,1,0,0,0
28356,0,1,0,0,0,1,0,0,0
28361,0,0,1,0,0,0,0,0,0
28362,0,0,0,0,1,0,0,0,0
28367,0,0,0,1,1,1,0,1,0
28368,0,0,0,0,0,1,0,0,0
28370,0,0,1,0,0,0,0,0,0
28378,1,0,0,0,1,0,1,0,0
28379,0,1,0,0,1,0,0,0,0
28380,0,1,0,0,1,1,0,0,0
28383,0,1,0,0,0,0,0,0,0
28386,0,0,1,0,1,0,0,0,0
28387,0,0,0,0,1,1,0,0,0
28399,0,0,1,0,0,1,0,0,0
28400,0,0,1,0,0,0,0,0,0
28402,0,0,1,0,1,1,0,0,0
28405,0,0,1,0,1,0,0,0,0
28406,0,0,1,0,0,0,0,0,0
28407,0,0,0,0,0,0,0,0,1
28412,0,0,0,0,0,0,0,1,0
28414,0,0,1,0,0,0,0,0,0
28415,0,0,0,0,1,1,0,0,0
28419,1,0,0,0,0,0,0,0,0
28431,0,0,1,0,1,0,0,0,0
28432,0,0,0,0,1,1,0,0,0
28440,0,0,0,1,0,0,0,0,0
28443,0,0,0,0,1,1,0,0,0
28444,0,0,0,0,1,1,0,0,0
28446,0,0,1,0,0,0,0,0,0
28449,0,0,0,0,1,1,0,1,0
28452,0,1,0,0,1,0,0,0,0
28460,0,0,0,0,0,1,0,0,0
28467,0,0,0,0,1,0,0,0,0
28474,0,1,1,0,0,0,0,0,0
28476,0,1,0,0,0,1,0,1,0
28479,0,0,0,1,0,0,0,0,0
28482,0,0,0,0,1,0,0,0,0
28484,0,0,0,0,1,1,0,1,0
28488,0,0,1,0,1,0,0,0,0
28489,0,0,1,0,0,1,0,0,0
28490,0,0,0,1,0,0,0,0,0
28491,0,0,1,0,0,0,0,0,0
28493,0,0,1,0,1,1,0,0,0
28495,0,1,0,0,0,1,0,0,0
28496,0,1,0,0,0,0,0,0,0
28505,0,1,0,0,1,1,0,0,0
28506,0,0,1,0,0,1,0,1,0
28507,0,0,0,0,1,0,0,1,0
28508,0,0,0,0,1,1,0,0,0
28509,0,0,0,0,1,1,0,0,0
28512,0,1,0,0,0,0,0,0,0
28514,1,1,0,0,1,1,0,0,1
28518,0,1,0,0,1,1,0,1,0
28519,0,0,0,0,1,1,0,0,0
28520,0,0,0,0,0,1,0,0,0
28521,0,0,0,0,1,0,0,0,0
28522,0,0,1,0,0,0,0,0,0
28524,0,0,0,0,1,1,0,0,0
28526,0,0,1,0,1,1,0,1,0
28528,0,1,0,0,0,1,0,0,0
28532,1,0,0,0,0,0,1,0,0
28535,0,0,0,0,0,0,0,0,1
28536,0,0,0,1,1,0,0,0,0
28538,0,0,0,0,0,0,0,0,1
28539,0,1,0,0,0,1,0,0,0
28542,0,0,0,0,0,1,0,0,0
28543,0,1,1,1,0,1,0,0,0
28545,0,0,1,0,0,0,0,0,0
28546,0,0,0,1,0,1,0,1,0
28547,0,0,0,0,0,1,0,0,0
28551,0,0,1,0,0,0,0,0,0
28552,0,0,0,0,1,0,0,0,0
28555,0,0,1,0,0,0,0,0,0
28560,0,0,0,0,1,0,0,0,0
28562,0,0,0,0,1,0,0,0,0
28563,0,1,0,0,1,0,0,0,0
28572,0,0,1,0,0,0,0,0,0
28576,0,0,0,0,0,1,0,1,0
28581,0,1,0,0,0,1,0,0,0
28582,0,0,1,0,1,1,0,1,0
28585,0,0,0,0,1,1,0,0,0
28587,0,1,0,0,0,1,0,0,0
28590,0,1,1,0,0,1,0,0,0
28596,0,1,0,1,1,1,0,0,0
28604,0,1,0,1,1,1,0,1,0
28607,0,0,1,0,1,0,0,0,1
28609,0,0,0,0,1,1,0,0,0
28615,0,0,0,0,1,0,0,0,0
28618,0,0,1,0,0,0,0,0,0
28619,0,0,0,0,1,1,0,1,0
28621,0,1,0,0,1,0,0,0,0
28629,0,0,0,0,1,1,0,0,0
28630,0,1,1,0,0,1,0,0,0
28632,0,0,0,0,0,0,0,0,1
28635,0,0,1,0,1,1,0,1,1
28636,0,0,0,0,0,1,0,0,0
28639,0,0,0,0,0,0,0,1,0
28640,0,0,0,0,1,0,0,0,0
28641,0,0,0,0,1,0,0,0,0
28642,0,0,1,0,1,0,0,0,1
28650,0,0,0,0,1,0,0,0,0
28652,0,0,0,0,0,0,0,0,1
28657,0,0,1,0,0,0,1,0,0
28661,0,0,1,0,0,0,0,0,0
28666,0,0,0,0,1,1,1,0,0
28669,0,0,0,0,1,0,0,1,1
28670,0,0,1,0,0,1,0,0,0
28675,0,0,0,0,0,1,0,0,0
28679,0,0,1,0,0,0,0,0,0
28684,0,0,1,0,1,1,0,0,0
28685,0,0,0,0,1,1,0,1,0
28690,0,0,0,0,0,1,0,0,0
28693,1,0,1,0,0,0,1,0,0
28694,0,0,1,0,0,0,0,0,0
28695,0,0,1,0,0,0,0,0,0
28698,0,0,1,0,0,0,0,0,0
28699,1,0,0,0,1,0,1,0,0
28715,0,0,0,0,0,1,0,0,0
28718,1,1,0,0,1,1,0,1,0
28721,0,0,1,0,1,0,0,0,0
28722,0,0,1,0,0,0,0,0,0
28723,0,0,1,0,1,0,0,1,0
28725,0,0,1,0,0,1,0,0,0
28729,0,0,0,0,1,1,0,0,0
28731,0,0,0,0,1,0,0,0,0
28734,0,1,0,0,0,0,0,0,0
28736,0,0,0,0,1,0,0,0,0
28738,0,0,0,1,0,0,0,0,0
28740,0,0,1,0,0,0,0,0,0
28743,0,1,0,0,0,1,0,0,0
28744,0,0,0,1,1,1,0,0,0
28745,0,0,1,0,1,0,0,0,0
28746,1,0,0,0,1,1,0,1,0
28751,1,1,0,0,1,1,1,0,0
28753,0,0,1,0,1,0,0,0,0
28755,0,1,0,0,1,1,0,0,1
28759,0,0,0,0,0,1,0,0,0
28761,0,0,1,0,0,0,0,0,1
28765,0,1,0,0,0,0,0,0,0
28768,0,0,0,0,1,1,0,1,0
28774,0,0,1,0,0,0,0,0,0
28776,0,1,1,0,1,1,0,0,1
28779,0,0,0,0,1,1,0,0,0
28781,0,0,0,0,1,0,0,0,0
28782,0,0,1,0,0,0,0,0,0
28785,0,0,0,0,0,1,0,0,0
28787,0,0,0,0,1,1,0,0,0
28788,0,0,0,1,1,1,1,0,0
28792,0,1,0,0,0,0,0,0,0
28793,0,0,0,0,1,0,0,0,0
28803,0,0,0,0,0,1,0,0,0
28805,0,0,0,0,1,1,0,1,0
28807,0,0,0,0,1,1,0,0,0
28809,0,0,0,0,1,1,0,0,0
28816,0,0,1,0,0,0,0,0,0
28818,0,0,1,0,0,0,0,0,0
28824,0,0,0,0,1,1,0,0,0
28828,1,0,0,0,0,0,0,0,0
28832,0,0,0,0,1,1,0,0,0
28835,0,0,0,0,1,1,0,0,0
28839,0,0,1,0,0,0,0,0,0
28840,0,0,0,0,0,1,0,0,0
28843,0,0,0,0,1,0,0,0,0
28846,0,1,0,0,1,1,0,0,0
28848,0,0,1,0,0,0,0,0,0
28849,0,0,1,0,0,0,0,0,0
28851,0,1,0,0,1,1,0,0,0
28856,0,1,0,0,1,1,0,1,0
28868,0,0,0,0,1,1,0,1,0
28871,0,0,0,0,1,0,0,0,0
28872,0,1,0,0,0,1,0,0,0
28874,0,1,0,0,0,1,0,0,0
28877,0,0,0,0,0,1,0,1,0
28879,0,0,0,0,1,0,0,1,1
28881,0,0,1,0,0,0,0,0,0
28882,0,0,1,0,0,0,0,0,0
28883,0,0,0,0,1,0,0,0,0
28885,0,0,0,0,1,0,0,0,0
28886,0,0,1,0,1,1,0,0,0
28888,0,0,0,0,1,0,0,0,0
28890,0,0,0,0,0,1,0,0,0
28893,0,0,0,0,1,1,0,0,0
28895,0,0,0,0,1,1,0,0,0
28898,0,0,0,0,1,0,0,0,0
28907,0,0,0,0,1,1,0,0,0
28910,0,0,1,0,0,0,0,0,0
28914,0,0,1,0,1,0,0,0,0
28918,0,1,0,0,1,1,0,0,0
28920,0,0,0,0,1,0,0,0,0
28921,0,0,0,0,0,0,1,0,0
28927,0,0,0,0,0,0,1,0,0
28930,0,0,0,0,0,0,0,1,0
28931,0,0,0,0,1,1,0,0,0
28934,0,0,0,0,1,0,0,1,0
28943,0,0,0,0,0,0,0,0,1
28951,0,0,1,0,1,1,0,0,0
28953,0,1,0,0,1,1,0,0,0
28957,0,0,1,0,0,0,0,0,0
28958,0,0,1,0,0,0,0,0,0
28963,0,0,0,0,1,0,0,0,0
28965,0,0,0,0,1,1,0,1,0
28966,0,0,0,0,1,1,0,1,0
28971,0,0,0,0,1,1,0,0,0
28972,0,0,1,1,0,0,0,0,1
28975,0,1,0,0,0,1,0,1,0
28976,0,0,1,0,0,1,0,0,0
28977,0,0,0,0,1,0,0,0,0
28978,0,0,1,1,1,1,0,1,0
28980,0,0,0,0,0,1,0,0,0
28981,0,0,1,0,0,1,0,0,0
28985,0,0,1,1,1,1,0,1,0
28986,0,0,0,0,0,1,0,0,0
28988,0,0,1,0,0,0,0,0,0
28989,0,0,1,0,0,0,0,0,0
28992,0,0,0,0,1,1,0,0,0
28994,0,1,0,0,1,1,0,0,0
28998,0,1,0,0,1,0,0,0,0
29002,0,0,0,0,1,0,0,0,0
29003,0,0,1,0,0,1,0,0,0
29004,0,0,1,0,0,0,0,0,0
29005,0,0,1,0,1,1,0,0,0
29007,0,1,0,0,1,1,0,0,0
29010,0,0,0,0,1,0,0,0,0
29011,0,0,0,0,1,0,0,0,0
29013,0,0,0,1,0,0,0,1,0
29014,0,0,0,1,0,0,0,0,0
29015,0,0,1,0,0,0,0,0,0
29020,0,0,1,0,0,0,0,0,0
29021,0,1,0,0,1,1,0,0,0
29023,0,0,0,0,0,1,0,0,0
29024,0,0,1,0,1,0,0,0,0
29026,0,1,0,0,0,1,0,0,0
29030,0,0,0,0,1,1,0,1,0
29031,0,0,1,0,0,0,0,0,0
29035,0,0,0,0,1,0,0,1,0
29036,0,0,1,0,0,0,0,0,1
29039,0,1,0,1,1,1,0,0,0
29040,0,1,0,0,0,1,0,0,0
29042,0,0,0,0,1,0,0,0,0
29043,0,0,1,0,0,0,0,0,0
29045,0,0,1,0,0,0,0,0,0
29047,0,0,0,0,1,0,0,1,0
29049,0,0,0,1,0,0,0,1,0
29051,0,0,0,0,1,0,0,0,0
29053,0,0,0,0,1,0,0,0,1
29060,0,0,0,0,1,1,0,1,0
29061,0,0,0,0,1,1,0,0,0
29062,0,0,0,0,1,0,0,0,0
29066,0,0,1,0,0,0,1,0,1
29067,0,1,0,0,1,1,0,1,0
29072,0,0,1,0,0,0,0,0,0
29074,0,0,0,1,0,0,0,0,0
29075,0,0,0,1,1,0,0,0,0
29076,1,1,0,0,1,1,1,0,0
29077,0,0,1,0,0,0,0,1,1
29078,0,0,0,0,1,1,0,0,0
29079,0,0,0,0,1,0,0,0,0
29086,0,0,1,0,0,0,0,0,0
29088,0,0,0,0,1,1,0,0,1
29089,0,0,0,1,0,0,0,0,0
29090,0,1,0,0,0,0,1,0,0
29093,0,0,0,0,1,0,0,0,0
29094,1,0,0,0,0,0,0,0,0
29095,0,0,0,0,1,1,0,0,0
29098,0,0,0,0,1,1,0,0,0
29099,0,1,0,0,1,1,0,1,0
29100,0,0,0,1,0,0,0,0,0
29102,0,0,0,0,1,0,0,0,0
29104,0,0,0,0,1,1,0,1,0
29105,0,1,0,0,1,1,0,0,0
29108,0,1,0,0,0,1,0,0,0
29113,0,0,1,0,0,0,0,0,0
29115,0,0,0,0,1,0,0,0,0
29119,0,0,0,0,0,0,1,0,0
29122,0,0,1,0,0,0,0,0,1
29123,0,1,0,0,0,0,0,0,0
29124,0,0,0,0,1,1,0,0,0
29131,0,0,1,0,0,0,0,0,0
29133,1,0,0,0,0,1,1,0,0
29135,0,0,1,0,0,0,0,0,0
29140,0,0,1,0,0,0,0,0,0
29141,0,0,1,0,0,1,0,0,0
29142,0,0,0,1,0,0,0,0,0
29143,0,0,1,0,1,1,0,0,0
29146,0,0,0,1,0,0,0,0,0
29148,0,0,0,0,1,1,0,0,0
29152,0,0,0,0,1,0,0,0,0
29153,0,0,0,0,1,0,0,0,0
29154,0,0,0,1,0,0,0,0,0
29155,0,0,0,0,1,0,0,0,0
29156,0,0,1,0,1,0,0,1,0
29165,0,0,1,0,0,0,0,0,0
29166,0,0,0,0,0,0,0,1,0
29168,0,0,0,0,0,1,0,1,0
29171,0,0,0,0,1,0,0,0,0
29172,0,0,0,0,1,0,0,0,0
29175,0,0,1,0,0,0,0,0,0
29177,0,0,1,0,0,0,0,0,0
29179,0,1,0,0,0,0,0,0,0
29185,0,0,0,0,1,0,0,0,0
29186,0,1,0,0,0,0,0,1,0
29188,0,0,0,0,1,0,0,0,0
29189,0,0,0,0,1,1,0,0,0
29201,0,1,0,0,1,0,0,0,0
29202,0,0,1,0,0,0,0,0,0
29207,0,0,0,0,1,0,0,0,0
29208,0,0,1,0,0,0,0,0,0
29211,0,0,1,0,0,0,0,0,1
29213,0,0,1,0,0,0,0,0,0
29219,0,0,0,0,1,0,0,1,0
29220,0,0,0,0,1,1,0,1,1
29222,0,0,1,0,0,0,0,0,0
29224,0,0,1,0,0,0,0,0,0
29228,0,0,1,0,0,0,0,0,0
29230,0,0,1,0,0,0,0,0,0
29232,0,0,0,0,1,0,0,0,0
29235,0,0,0,0,1,1,0,0,0
29236,0,1,0,0,0,0,0,0,0
29237,0,0,0,0,1,1,0,1,0
29239,0,1,0,0,0,0,0,0,0
29244,0,1,1,0,1,1,0,0,0
29245,0,0,1,0,1,0,0,0,1
29249,0,0,1,0,0,0,0,0,0
29251,0,0,1,0,0,0,0,0,0
29254,0,0,1,0,0,1,0,0,0
29261,0,0,0,0,0,0,0,0,1
29262,0,0,0,0,1,0,0,1,0
29267,0,0,1,0,0,0,0,0,0
29273,0,0,1,0,0,0,0,0,0
29276,0,0,1,1,0,0,0,0,0
29277,0,1,0,0,0,0,0,0,0
29285,0,0,1,1,0,0,0,0,0
29286,0,0,1,0,0,0,0,1,0
29287,0,0,0,0,0,1,0,0,0
29289,0,0,1,0,0,0,0,0,0
29292,0,0,1,0,0,0,0,0,1
29293,0,0,0,0,0,1,0,0,0
29294,1,0,1,0,0,0,1,0,0
29295,0,0,0,0,0,1,0,0,0
29298,1,1,0,1,1,1,0,0,0
29301,0,0,1,0,1,0,1,0,0
29305,0,0,1,0,0,1,0,1,0
29308,0,1,0,0,0,1,0,0,0
29309,0,0,1,0,1,0,0,0,0
29312,0,0,0,1,0,0,0,0,0
29314,0,0,0,1,0,0,0,0,0
29317,0,0,0,0,1,0,0,0,0
29319,0,1,0,0,1,1,0,0,0
29320,0,0,0,0,1,0,0,0,0
29323,0,0,1,0,0,0,0,0,0
29327,0,0,1,0,0,0,0,0,0
29335,0,0,1,0,0,0,0,0,0
29336,0,1,1,0,0,0,0,0,0
29337,0,1,0,0,1,1,0,0,0
29342,0,0,0,0,1,0,0,0,0
29344,1,1,0,1,1,1,0,1,0
29348,0,0,1,0,1,1,0,0,0
29351,0,0,0,0,0,1,0,0,0
29353,0,1,0,0,0,1,0,0,0
29354,0,1,0,0,1,1,0,0,0
29355,0,0,1,0,0,1,0,0,0
29357,0,1,0,0,0,1,0,0,0
29359,0,0,0,0,0,1,1,0,0
29362,0,0,1,0,0,0,0,0,0
29363,0,0,1,0,1,0,0,1,1
29364,0,0,1,0,0,0,0,0,0
29369,0,1,1,0,1,0,0,0,0
29370,0,1,0,0,0,0,0,0,0
29371,0,1,1,0,1,1,0,1,0
29373,1,0,0,0,0,0,1,0,0
29377,0,0,1,0,0,0,0,0,0
29379,0,0,1,0,1,0,0,0,1
29382,0,0,1,0,1,1,0,1,0
29383,0,0,0,1,0,0,0,0,0
29384,0,0,0,0,1,0,0,0,0
29385,0,0,0,0,1,0,0,0,0
29386,0,0,0,0,0,1,0,0,0
29389,0,0,1,0,0,0,0,0,0
29391,0,1,0,0,0,1,0,0,0
29392,0,0,1,0,0,0,0,0,0
29394,0,0,1,0,1,1,0,1,0
29396,0,0,1,0,0,0,0,1,1
29408,0,0,0,0,1,0,0,0,0
29417,0,0,0,0,1,0,0,0,0
29418,0,0,0,0,1,1,0,1,0
29420,0,0,1,0,0,0,0,0,0
29425,0,1,0,0,1,0,0,0,0
29429,0,0,1,0,0,0,0,0,0
29431,0,0,0,0,1,0,0,0,0
29435,0,0,0,0,1,0,0,0,0
29436,0,0,1,0,0,0,0,0,0
29437,0,1,1,0,1,1,1,1,0
29439,0,0,0,0,0,0,1,0,0
29440,0,1,0,0,1,1,0,0,0
29441,0,0,0,0,1,1,0,0,0
29442,0,0,1,0,0,0,0,0,0
29444,0,0,1,0,0,0,0,0,0
29445,0,0,0,0,1,0,0,0,0
29449,0,0,0,1,0,0,0,0,0
29457,0,0,0,0,1,1,0,1,0
29458,0,0,0,0,1,0,0,0,0
29464,0,0,0,0,1,0,0,0,0
29469,0,0,0,0,0,1,0,1,0
29472,0,1,0,0,0,0,0,0,0
29475,0,0,1,0,1,0,0,1,1
29478,0,1,0,0,0,0,0,0,0
29480,1,0,0,0,0,0,0,0,0
29481,0,0,0,1,0,0,0,0,0
29488,0,0,0,0,1,1,0,0,0
29490,0,0,1,0,0,0,0,0,0
29492,0,0,0,0,1,1,0,0,0
29494,0,0,0,0,0,1,0,0,0
29497,0,1,0,0,0,1,0,0,0
29500,0,0,0,0,0,1,0,0,0
29502,0,0,1,0,0,0,0,0,0
29503,0,0,1,0,0,0,0,1,0
29505,0,1,0,0,0,0,0,0,0
29508,0,0,1,0,1,1,0,1,0
29510,0,1,0,0,0,0,0,0,0
29511,0,0,1,0,0,0,0,0,0
29512,0,0,0,0,1,0,0,0,0
29513,0,0,0,0,0,1,0,0,0
29517,0,0,0,0,0,1,0,0,0
29518,0,0,0,0,1,0,0,0,0
29519,0,0,0,0,0,1,0,1,0
29523,0,0,1,0,0,0,0,0,0
29524,0,1,1,0,0,1,0,0,0
29526,0,0,1,0,0,0,0,0,0
29527,0,0,1,0,0,0,0,0,0
29528,0,0,0,0,0,0,1,0,0
29529,0,0,0,0,0,1,0,0,0
29531,0,0,0,0,0,1,0,0,0
29533,0,0,0,1,1,1,0,0,0
29538,0,0,0,1,1,1,0,0,0
29543,0,0,0,0,0,1,0,0,0
29545,0,0,0,0,1,0,0,0,0
29546,0,0,0,0,0,1,0,0,0
29549,0,0,0,0,1,0,0,0,0
29550,0,0,0,0,1,1,0,0,0
29558,0,0,0,1,0,1,0,0,0
29559,0,1,0,0,1,1,1,0,0
29560,1,0,0,0,0,0,1,0,0
29565,1,0,0,0,0,0,1,0,0
29569,0,1,0,1,0,1,0,0,0
29571,0,0,1,0,0,0,0,0,0
29580,0,0,0,0,1,1,0,0,0
29585,1,1,1,0,0,1,1,1,0
29589,0,0,1,0,0,0,0,0,0
29596,0,0,0,0,1,1,0,1,0
29600,0,0,0,0,1,1,0,0,0
29603,0,0,0,0,1,1,0,0,0
29604,0,0,0,0,0,1,0,0,0
29605,0,0,1,0,0,0,0,0,1
29606,0,0,1,0,0,0,0,0,0
29608,1,0,0,0,0,0,1,0,0
29615,0,1,0,0,0,0,0,0,0
29616,0,0,0,0,0,1,0,0,0
29617,0,0,1,0,0,0,0,0,0
29618,0,0,1,0,0,0,0,0,0
29619,0,1,0,1,1,1,0,0,0
29621,0,0,0,0,1,1,0,0,0
29634,0,0,0,0,1,0,0,0,0
29635,0,0,0,0,1,0,0,0,0
29636,0,0,0,0,1,0,0,0,0
29638,0,0,1,0,0,0,0,0,0
29641,0,0,1,0,0,0,0,0,0
29642,0,0,1,0,0,1,0,0,0
29643,0,1,1,0,1,1,0,0,1
29644,0,0,1,0,1,1,0,0,1
29648,0,0,0,0,1,0,0,1,0
29650,0,0,0,0,0,1,0,0,0
29651,0,0,0,0,0,1,0,0,0
29652,0,1,1,0,0,1,0,0,0
29654,0,0,1,0,0,0,0,0,0
29655,0,1,0,1,1,1,0,1,0
29660,0,0,0,0,1,1,0,0,0
29662,0,0,0,0,0,0,0,0,1
29664,0,1,0,0,1,1,0,0,0
29665,0,0,0,0,1,1,0,0,0
29666,0,0,0,1,0,0,0,0,0
29667,0,1,0,1,0,0,0,0,0
29669,0,1,0,0,0,1,0,1,0
29673,0,0,0,0,0,1,0,0,0
29676,0,0,1,0,0,0,0,0,0
29678,0,0,0,0,1,0,0,0,0
29679,0,0,0,0,0,0,0,1,0
29685,0,0,1,0,0,0,0,0,0
29690,0,0,0,0,1,0,0,0,0
29693,0,1,0,0,1,1,0,0,0
29700,0,0,1,0,0,1,0,0,0
29701,0,1,0,0,0,0,0,0,0
29703,0,0,0,1,1,1,1,0,0
29706,0,0,0,0,1,1,0,1,0
29708,0,0,1,0,1,0,0,0,0
29710,0,0,0,0,1,0,0,0,0
29716,0,0,1,0,0,1,0,0,0
29717,0,0,1,0,1,0,0,1,0
29721,0,1,0,0,0,1,0,0,0
29726,1,0,0,0,0,1,1,0,0
29727,0,0,0,0,1,1,0,0,0
29728,0,0,1,0,0,0,0,0,0
29737,0,0,0,0,0,1,0,0,0
29747,0,0,1,0,0,0,0,0,0
29748,0,0,1,0,1,0,0,0,0
29749,0,0,1,0,0,0,0,0,0
29750,0,1,0,0,0,1,0,0,0
29753,0,1,1,0,1,1,0,0,0
29756,0,0,1,0,0,1,0,0,0
29757,0,0,1,0,0,0,1,0,0
29758,0,0,0,0,0,1,0,0,0
29759,0,0,1,0,0,0,0,0,0
29760,0,0,0,0,1,1,0,0,0
29761,0,0,0,0,1,1,0,0,0
29763,0,0,0,0,1,0,0,1,0
29764,0,0,0,0,0,0,0,0,1
29765,0,0,0,0,1,1,0,1,0
29766,0,0,0,0,1,1,0,0,0
29767,0,1,0,0,0,0,0,0,0
29771,0,0,1,0,0,0,0,0,1
29772,0,1,0,0,0,0,0,0,0
29773,0,0,0,1,1,1,0,0,0
29774,0,0,1,0,0,0,0,0,0
29775,0,1,0,0,1,1,0,0,0
29776,0,1,0,1,1,1,0,0,0
29777,0,0,0,0,1,0,0,0,0
29780,0,0,1,0,1,0,0,0,0
29781,0,0,1,0,1,1,0,0,0
29782,0,1,0,0,0,1,0,1,0
29785,0,0,0,0,1,0,0,0,0
29786,0,0,1,0,0,0,0,0,0
29789,0,0,1,0,0,0,0,0,0
29792,0,1,0,0,0,1,0,0,0
29793,0,0,1,0,0,0,0,0,0
29795,0,1,0,1,0,1,1,0,0
29796,0,0,0,0,1,1,0,0,0
29800,0,0,1,0,0,0,0,0,0
29801,0,0,1,0,0,0,0,0,0
29802,0,1,0,0,0,1,0,0,0
29804,0,0,1,0,0,0,0,0,0
29805,0,0,1,0,0,0,0,0,0
29809,0,1,0,0,0,0,0,0,0
29810,0,1,0,0,0,0,0,0,0
29813,1,0,0,0,0,1,1,0,0
29816,0,0,0,0,1,0,0,0,0
29817,1,1,0,0,1,0,1,0,0
29818,0,0,1,0,0,0,0,0,0
29821,0,0,1,0,0,0,0,0,0
29822,0,1,1,0,1,1,0,0,0
29823,0,0,1,0,0,0,0,0,0
29825,0,0,1,0,0,0,0,0,0
29827,0,0,0,0,1,1,0,0,0
29832,0,0,0,0,1,1,0,0,0
29833,0,0,1,0,0,0,0,0,0
29843,0,1,0,0,0,1,0,0,0
29845,0,0,1,0,1,1,0,1,1
29849,0,0,1,0,0,0,0,0,0
29851,0,0,1,0,0,0,0,0,0
29856,0,0,1,0,0,1,0,0,0
29858,0,0,0,0,0,1,0,0,0
29859,0,0,0,0,0,0,0,0,1
29864,0,0,1,0,0,0,0,0,0
29866,0,0,1,0,1,0,0,0,0
29870,0,0,1,0,0,0,0,0,0
29871,0,1,0,0,1,1,0,0,0
29876,0,0,0,0,0,0,0,1,0
29877,0,0,1,0,0,0,0,0,0
29878,0,0,0,0,0,1,0,0,0
29881,1,0,0,0,1,1,0,1,0
29882,0,0,1,0,1,0,0,0,0
29883,0,0,1,0,0,0,0,0,0
29884,0,0,0,0,1,1,0,0,0
29886,0,1,0,0,1,1,0,0,0
29888,0,0,0,0,0,1,0,0,0
29889,0,0,0,0,1,0,0,0,0
29890,0,0,1,0,0,0,0,0,0
29893,0,0,1,0,0,0,0,0,0
29898,0,1,0,0,0,1,0,0,0
